Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),magnitude
8.516273336,-17.28066635,5.815157413,9.614660263,20.61259754,20.612597536722593
8.51877943,-15.99751472,5.927918911,10.78295612,20.18248852,20.18248851152537
8.521285472,-14.60638809,6.217450619,11.17807102,19.41526557,19.415265565105237
8.523791565,-13.2586298,6.612565517,10.67767239,18.26280303,18.26280303124999
8.526297607,-12.09272766,6.981060028,9.676874161,16.98855953,16.98855952991006
8.528803701,-11.2570343,7.220641613,8.518149376,15.85614567,15.856145664272038
8.531309742,-10.78774166,7.313961506,7.35463953,14.96529738,14.965297379283445
8.533815836,-10.71356392,7.299604416,6.229414463,14.38298582,14.38298581831485
8.536321878,-11.0871439,7.299604416,5.604588985,14.4090389,14.409038905498772
8.538828024,-11.72871971,7.505387306,5.774479389,15.07442592,15.074425921500103
8.541334065,-12.41336536,7.98903656,6.372983932,16.07890758,16.078907578420704
8.543840107,-13.02383423,8.467900276,6.736992359,16.93259163,16.932591626210826
8.546346201,-13.40698528,8.846264839,6.384948254,17.28499986,17.284999858435697
8.548852242,-13.49791241,9.174081802,5.480162144,17.21596914,17.21596914095603
8.551358336,-13.35673618,9.425627708,4.565505505,16.97317589,16.973175883968317
8.55386443,-13.03340626,9.636196136,4.081856251,16.71488873,16.714888727224487
8.556370472,-12.5928278,9.75583744,4.225724697,16.48066823,16.480668231931446
8.558876513,-11.94885921,9.801301003,4.824229717,16.18993299,16.189932987328778
8.561382607,-11.0440731,9.80608654,5.56630373,15.78336533,15.783365328177787
8.563888649,-9.890133858,9.794121742,6.160022736,15.22121705,15.22121705167862
8.566394742,-8.568398476,9.760622978,6.461817741,14.50662958,14.506629583748358
8.568900784,-7.215855598,9.691230774,6.51445961,13.72686089,13.726860891567085
8.571406878,-5.896812439,9.597910881,6.370591164,12.94127977,12.94127976666907
8.57391292,-4.670789719,9.502198219,7.201498985,12.80506287,12.805062874630444
8.576419013,-3.397209883,9.346664429,8.788837433,13.27195669,13.271956689244762
8.578925055,-2.008774519,9.272486687,9.150154114,13.18102821,13.18102821250023
8.581431149,-0.6391827464,9.241081238,8.513363838,12.58107709,12.581077094938141
8.58393719,0.5865406394,9.193224907,7.66839838,11.9859813,11.98598130428792
8.586443284,1.618445396,9.131011009,6.868597507,11.5400329,11.54003289681097
8.588949326,2.386840582,9.037691116,6.035595894,11.1267824,11.126782395094148
8.59145542,2.870489836,8.956335068,5.003691196,10.65328941,10.653289413781724
8.593961461,3.045166016,8.961120605,3.466601849,10.07928802,10.079288017605563
8.596467555,3.095714331,9.114261627,1.199402332,9.700091658,9.700091658256147
8.598973597,3.066701412,9.459127426,-1.647159338,10.0793295,10.07932949637171
8.601479742,3.049951553,10.0145607,-4.723432064,11.48496587,11.484965866420975
8.603985784,2.930310488,10.76381397,-7.685148239,13.5465093,13.546509299160975
8.606491826,2.712563515,11.63539886,-10.46949673,15.88555537,15.885555364345281
8.60899792,2.463410854,12.61914825,-12.95683575,18.25351715,18.253517147211962
8.611503961,2.23130703,13.69651699,-14.76909924,20.26572478,20.265724785471026
8.614010055,1.917548299,14.82413483,-15.74596977,21.71100018,21.71100018273619
8.616516097,1.577767372,15.95893097,-15.8249321,22.53009772,22.53009772626349
8.61902219,1.326221943,17.08176231,-15.19053555,22.89755093,22.897550929154956
