"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.543376250E-1,7.612167001E-1,9.729516029E0,-3.855435550E-1,9.766861157E0
6.568436670E-1,7.564310431E-1,9.729516029E0,-4.046861231E-1,9.767263739E0
6.593497090E-1,7.420741320E-1,9.736694336E0,-3.831507266E-1,9.772445707E0
6.618557500E-1,7.348956466E-1,9.770194054E0,-3.329014480E-1,9.803447701E0
6.643617920E-1,7.372884750E-1,9.798908234E0,-2.488535494E-1,9.829757116E0
6.668678340E-1,7.540382147E-1,9.810872078E0,-1.698904037E-1,9.841272647E0
6.693738750E-1,7.683951855E-1,9.810872078E0,-1.028913707E-1,9.841454604E0
6.718799170E-1,7.803592682E-1,9.803693771E0,-5.742774159E-2,9.834870111E0
6.743859590E-1,7.683951855E-1,9.789336205E0,-1.674975827E-2,9.819461036E0
6.768920000E-1,8.090731502E-1,9.777372360E0,-2.153540403E-2,9.810814105E0
6.793980420E-1,8.162516356E-1,9.760622978E0,-2.392822690E-2,9.794723080E0
6.819040320E-1,8.042874932E-1,9.734301567E0,-4.785645381E-2,9.767589038E0
6.844100730E-1,7.731808424E-1,9.729516029E0,-6.699903309E-2,9.760419031E0
6.869161150E-1,7.683951855E-1,9.729516029E0,-5.503492057E-2,9.759966300E0
6.894221570E-1,7.564310431E-1,9.727123260E0,-4.546362907E-2,9.756596834E0
6.919281980E-1,7.372884750E-1,9.719944954E0,-4.785645381E-2,9.747985148E0
6.944342400E-1,7.348956466E-1,9.748658180E0,-5.024927482E-2,9.776447868E0
6.969402820E-1,7.277171612E-1,9.743872643E0,-7.417750359E-2,9.771291043E0
6.994463230E-1,7.205387354E-1,9.753444672E0,-1.052841991E-1,9.780590156E0
7.019523650E-1,7.157530785E-1,9.763015747E0,-9.332008660E-2,9.789662281E0
7.044584070E-1,7.061817646E-1,9.755837440E0,-9.092725813E-2,9.781785349E0
7.069644480E-1,7.013961077E-1,9.772586823E0,-1.100698411E-1,9.798342976E0
7.094704900E-1,6.894320250E-1,9.767801285E0,-1.268195957E-1,9.792923040E0
7.119765320E-1,6.583253145E-1,9.746265411E0,-1.316052526E-1,9.769360349E0
7.144825730E-1,6.415755749E-1,9.751050949E0,-1.459621787E-1,9.773224585E0
7.169886150E-1,6.391827464E-1,9.763015747E0,-1.627119333E-1,9.785269860E0
7.194946570E-1,6.176473498E-1,9.760622978E0,-1.722832322E-1,9.781662981E0
7.220006980E-1,6.008976102E-1,9.739087105E0,-1.962114573E-1,9.759579628E0
7.245067400E-1,5.745765567E-1,9.722337723E0,-2.129612118E-1,9.741629304E0
7.270127820E-1,5.602195859E-1,9.705587387E0,-2.368894368E-1,9.724627968E0
7.295188230E-1,5.578267574E-1,9.698409081E0,-2.344966233E-1,9.717268034E0
7.320248130E-1,5.482555032E-1,9.710372925E0,-2.297109663E-1,9.728550435E0
7.345308540E-1,5.099703074E-1,9.710372925E0,-2.273181528E-1,9.726411753E0
7.370368960E-1,4.764707983E-1,9.729516029E0,-2.368894368E-1,9.744055788E0
