"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.354220420E-1,6.583253145E-1,7.725826263E0,5.942276001E0,9.768952234E0
6.379281360E-1,6.583253145E-1,7.733004570E0,5.951847076E0,9.780451703E0
6.404341780E-1,6.702894568E-1,7.747361660E0,5.956633091E0,9.795528491E0
6.429402710E-1,6.822535396E-1,7.740182877E0,5.970989704E0,9.799419315E0
6.454463130E-1,6.990033388E-1,7.744968891E0,5.982954025E0,9.811670992E0
6.479523550E-1,7.277171612E-1,7.747361660E0,5.994917870E0,9.822943816E0
6.504584490E-1,7.325028181E-1,7.752147198E0,6.004489422E0,9.832916138E0
6.529644900E-1,7.612167001E-1,7.752147198E0,6.018846035E0,9.843868377E0
6.554705320E-1,7.851449251E-1,7.749754429E0,6.035595894E0,9.854114067E0
6.579766260E-1,8.042874932E-1,7.749754429E0,6.030810356E0,9.852727827E0
6.604826670E-1,8.428717852E-1,7.764111042E0,6.049952984E0,9.878956637E0
6.629887090E-1,8.572286963E-1,7.761718273E0,6.057131290E0,9.882709702E0
6.654948030E-1,8.763712645E-1,7.768897057E0,6.045167446E0,9.882703958E0
6.680008440E-1,8.883354068E-1,7.780860901E0,6.045167446E0,9.893178741E0
6.705068860E-1,9.170492887E-1,7.792825222E0,6.042774677E0,9.903748287E0
6.730129800E-1,9.290133715E-1,7.804789066E0,6.035595894E0,9.909904944E0
6.755190210E-1,9.361918569E-1,7.797610760E0,6.045167446E0,9.910763755E0
6.780250630E-1,9.218349457E-1,7.823931694E0,6.035595894E0,9.924318849E0
6.805311570E-1,9.170492887E-1,7.828717709E0,6.037988663E0,9.929104061E0
6.830371990E-1,9.074779749E-1,7.831110477E0,6.040381432E0,9.931566615E0
6.855432400E-1,8.763712645E-1,7.819146156E0,6.037988663E0,9.917881845E0
6.880492820E-1,8.691928387E-1,7.838288784E0,6.047560215E0,9.938171452E0
6.905553760E-1,8.428717852E-1,7.843074322E0,6.035595894E0,9.932404817E0
6.930614170E-1,8.162516356E-1,7.835896015E0,6.026024818E0,9.918694884E0
6.955675110E-1,8.018946648E-1,7.835896015E0,5.992525101E0,9.897204580E0
6.980735530E-1,7.875377536E-1,7.847859859E0,5.982954025E0,9.899740348E0
7.005796460E-1,7.731808424E-1,7.859824181E0,5.970989704E0,9.900876871E0
7.030856880E-1,7.540382147E-1,7.862216949E0,5.973382473E0,9.902743416E0
7.055917300E-1,7.348956466E-1,7.876574039E0,5.980561256E0,9.917036006E0
7.080978240E-1,6.990033388E-1,7.900502205E0,5.987739563E0,9.937784755E0
