"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.321937140E-1,2.727817893E-1,6.696314335E0,7.146463871E0,9.797294598E0
5.346998070E-1,2.440679073E-1,6.703492641E0,7.158428192E0,9.810172115E0
5.372059010E-1,2.153540403E-1,6.725028038E0,7.163213730E0,9.827716439E0
5.397120470E-1,2.081755698E-1,6.748956203E0,7.158428192E0,9.840469556E0
5.422181410E-1,2.033899277E-1,6.756134510E0,7.184749126E0,9.864448337E0
5.447242340E-1,1.938186288E-1,6.751348972E0,7.199106216E0,9.871444115E0
5.472303280E-1,1.459621787E-1,6.760920525E0,7.196712971E0,9.875425504E0
5.497364220E-1,1.316052526E-1,6.787241459E0,7.191927433E0,9.889781937E0
5.522425160E-1,1.196411327E-1,6.789634228E0,7.158428192E0,9.866941833E0
5.547486610E-1,8.374879509E-2,6.782455921E0,7.158428192E0,9.861633555E0
5.572547550E-1,5.742774159E-2,6.796812534E0,7.156035423E0,9.869589736E0
5.597608490E-1,6.699903309E-2,6.806384087E0,7.134500027E0,9.860651289E0
5.622669430E-1,6.460621208E-2,6.808776855E0,7.129714012E0,9.858825393E0
5.647730360E-1,4.546362907E-2,6.787241459E0,7.127321243E0,9.842124855E0
5.672791820E-1,4.546362907E-2,6.796812534E0,7.127321243E0,9.848727617E0
5.697852760E-1,4.307080805E-2,6.784848690E0,7.124928474E0,9.838731250E0
5.722913700E-1,5.503492057E-2,6.782455921E0,7.105785847E0,9.823285075E0
5.747974640E-1,5.742774159E-2,6.789634228E0,7.093822002E0,9.819610048E0
5.773035570E-1,1.052841991E-1,6.789634228E0,7.091429234E0,9.818278173E0
5.798096510E-1,1.339980662E-1,6.803991318E0,7.096214771E0,9.832014921E0
5.823157970E-1,1.579262912E-1,6.811169624E0,7.101000309E0,9.840791521E0
5.848218910E-1,1.962114573E-1,6.784848690E0,7.127321243E0,9.842325883E0
5.873279840E-1,2.129612118E-1,6.772884369E0,7.156035423E0,9.855260429E0
5.898340780E-1,2.105683982E-1,6.758527756E0,7.196712971E0,9.874953876E0
5.923401720E-1,2.201396823E-1,6.748956203E0,7.223034382E0,9.887825696E0
5.948462660E-1,2.464607358E-1,6.717849731E0,7.230212688E0,9.872498338E0
5.973524110E-1,2.464607358E-1,6.689135551E0,7.213462830E0,9.840697298E0
5.998585050E-1,2.584248483E-1,6.689135551E0,7.208677292E0,9.837496944E0
6.023645990E-1,2.799602449E-1,6.686742783E0,7.187141895E0,9.820688133E0
6.048706930E-1,3.041875660E-1,6.684350014E0,7.160820961E0,9.800531721E0
6.073767860E-1,3.185445070E-1,6.681957245E0,7.156035423E0,9.795859646E0
6.098828800E-1,3.496512175E-1,6.691528320E0,7.163213730E0,9.808691971E0
6.123890260E-1,3.424727321E-1,6.681957245E0,7.170392036E0,9.807158720E0
6.148951200E-1,3.448655605E-1,6.653243542E0,7.187141895E0,9.799979107E0
6.174012140E-1,3.472583890E-1,6.641279221E0,7.213462830E0,9.811280450E0
6.199073070E-1,3.472583890E-1,6.619743824E0,7.220641613E0,9.802002958E0
6.224134010E-1,3.448655605E-1,6.600601196E0,7.242177010E0,9.804896544E0
6.249194950E-1,3.472583890E-1,6.581458569E0,7.275676250E0,9.816906345E0
6.274256410E-1,3.568296731E-1,6.591030121E0,7.287640572E0,9.832533273E0
6.299317340E-1,3.616153300E-1,6.598208427E0,7.311568737E0,9.855260397E0
6.324378280E-1,3.544368446E-1,6.617351055E0,7.321139812E0,9.874920183E0
6.349439220E-1,3.568296731E-1,6.614958286E0,7.318747044E0,9.871628986E0
6.374500160E-1,3.616153300E-1,6.600601196E0,7.325925827E0,9.867516963E0
6.399561090E-1,3.472583890E-1,6.598208427E0,7.316354275E0,9.858295122E0
6.424622550E-1,3.281157911E-1,6.593422890E0,7.325925827E0,9.861545244E0
6.449683490E-1,3.113660514E-1,6.595815659E0,7.313961506E0,9.853718381E0
6.474744430E-1,2.898306549E-1,6.591030121E0,7.294818878E0,9.835652613E0
6.499805360E-1,2.679961324E-1,6.581458569E0,7.282855034E0,9.819745224E0
6.524866300E-1,2.488535494E-1,6.576673031E0,7.280461788E0,9.814259019E0
6.549927240E-1,2.488535494E-1,6.583851337E0,7.287640572E0,9.824394720E0
6.574988700E-1,2.488535494E-1,6.574280262E0,7.285247803E0,9.816207241E0
6.600049640E-1,2.249253243E-1,6.588637352E0,7.285247803E0,9.825251605E0
6.625110570E-1,2.129612118E-1,6.605386734E0,7.278069019E0,9.830909166E0
6.650171510E-1,2.033899277E-1,6.614958286E0,7.290033340E0,9.845995465E0
6.675232450E-1,1.746760458E-1,6.638886452E0,7.299604416E0,9.868614374E0
6.700293390E-1,1.555334777E-1,6.658029079E0,7.285247803E0,9.870581413E0
