"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.397063570E-1,8.691928387E-1,9.396913528E0,2.446661234E0,9.749032324E0
6.422124510E-1,9.050851464E-1,9.413662910E0,2.432304144E0,9.764851866E0
6.447184920E-1,9.290133715E-1,9.437591553E0,2.425125837E0,9.788382680E0
6.472245860E-1,9.337990284E-1,9.451948166E0,2.465803623E0,9.812822849E0
6.497306280E-1,9.098708034E-1,9.454340935E0,2.504088879E0,9.822570361E0
6.522367220E-1,8.763712645E-1,9.444769859E0,2.518445730E0,9.813983553E0
6.547427630E-1,8.476574421E-1,9.442377090E0,2.508874655E0,9.806704864E0
6.572488570E-1,8.042874932E-1,9.447162628E0,2.472982168E0,9.798540754E0
6.597548990E-1,7.564310431E-1,9.447162628E0,2.446661234E0,9.788116307E0
6.622609400E-1,7.325028181E-1,9.454340935E0,2.482553482E0,9.802254571E0
6.647670340E-1,7.157530785E-1,9.437591553E0,2.513660192E0,9.792799618E0
6.672730760E-1,7.085745931E-1,9.454340935E0,2.520838737E0,9.810263422E0
6.697791700E-1,6.846463680E-1,9.473484039E0,2.492124796E0,9.819690753E0
6.722852110E-1,6.487540603E-1,9.480662346E0,2.446661234E0,9.812746381E0
6.747913050E-1,6.487540603E-1,9.509376526E0,2.432304144E0,9.836931798E0
6.772973470E-1,6.343970895E-1,9.516554832E0,2.439482689E0,9.844711846E0
6.798034400E-1,6.176473498E-1,9.530911446E0,2.422732830E0,9.853395131E0
6.823094820E-1,6.056832075E-1,9.547661781E0,2.425125837E0,9.869444410E0
6.848155760E-1,5.913262963E-1,9.566803932E0,2.425125837E0,9.887094598E0
6.873216170E-1,5.913262963E-1,9.590732574E0,2.425125837E0,9.910249918E0
6.898277110E-1,6.080760360E-1,9.607481956E0,2.405983210E0,9.922813170E0
6.923337530E-1,6.343970895E-1,9.612267494E0,2.350948334E0,9.915901579E0
6.948398470E-1,6.463612318E-1,9.583553314E0,2.341377020E0,9.886572880E0
6.973459400E-1,6.511468887E-1,9.528518677E0,2.360519648E0,9.838125505E0
6.998519820E-1,6.750751138E-1,9.475876808E0,2.358126640E0,9.788193344E0
7.023580240E-1,6.990033388E-1,9.437591553E0,2.319841623E0,9.743634083E0
7.048641170E-1,7.372884750E-1,9.420842171E0,2.300698996E0,9.725691614E0
7.073701590E-1,7.731808424E-1,9.411270142E0,2.319841623E0,9.723758504E0
