Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),magnitude
10.18531563,19.96690941,-6.20070076,-10.75184917,23.51017699,23.677177992179114
10.18782172,19.82304001,-6.253343105,-10.93848991,23.4884605,23.674240912143418
10.19032776,19.83261108,-6.298806667,-11.11107159,23.58947519,23.672063124698365
10.19283386,19.89482498,-6.449554443,-11.14935684,23.70040024,23.670894807844682
10.1953399,20.00758743,-6.717849731,-11.03450203,23.81582027,23.67081222812062
10.19784604,20.10808563,-7.115357399,-10.88345432,23.94604345,23.67178550120948
10.20035209,20.22533417,-7.622934818,-10.66570759,24.10250186,23.67363597807673
10.20285813,20.36411667,-8.242975235,-10.37587738,24.29614619,23.67621974905131
10.20536422,20.40000916,-9.020941734,-10.0648098,24.47116997,23.67947548327547
10.20787026,20.2803688,-9.923633575,-9.657731056,24.5569467,23.683429742923632
10.21037636,20.01715851,-10.90020466,-9.135796547,24.55532274,23.68810827238339
10.2128824,19.61007881,-11.91296673,-8.568398476,24.49268094,23.693393240182004
10.21538849,19.03550148,-12.97119236,-7.881359577,24.34579998,23.699086050612994
10.21789453,18.34607124,-14.01266861,-7.117750168,24.15772297,23.7050002325313
10.22040068,17.74278069,-15.00628853,-6.416054726,24.10727525,23.71120003914678
10.22290672,17.20888138,-15.86800289,-5.659623623,24.08257573,23.71768503208156
10.22541276,16.74676704,-16.59362602,-4.733003139,24.04587178,23.72447115325359
10.22791886,16.28226089,-17.11556053,-3.619742393,23.8988905,23.731401871451585
10.2304249,15.8368969,-17.42902184,-2.427518606,23.67426772,23.73832466748985
10.23293099,15.36042595,-17.52234077,-1.31425786,23.33885998,23.74501651979599
10.23543703,14.91536045,-17.38355827,-0.6439684033,22.91442277,23.751246492120202
10.23794313,14.42214012,-16.95015717,-0.3544368446,22.25829237,23.756655911640088
10.24044917,13.8236351,-16.30618858,-0.3903291821,21.38076309,23.760847569784904
10.24295526,13.10040474,-15.4612236,-0.6296114326,20.27477374,23.76349581497764
10.24546131,12.20279694,-14.49392509,-0.7755736113,18.96269053,23.76446517333027
10.2479674,11.48674488,-13.46919823,-1.31425786,17.75082766,23.76389055020887
10.25047344,10.70877838,-12.31525993,-1.726122379,16.41106517,23.76170557921415
10.25297959,9.830313683,-11.15892887,-1.867298961,14.98811416,23.75791178756203
10.25548563,9.042476654,-10.02891827,-2.16670084,13.67626331,23.752706333324834
10.25799167,8.422436714,-8.997013092,-2.691028118,12.61448838,23.746416369949337
10.26049776,7.73300457,-8.065607071,-3.107678413,11.59788956,23.73911011460006
10.2630038,6.854240417,-7.249355316,-3.471387386,10.56334675,23.73084076996468
10.2655099,5.681159019,-6.619743824,-3.586242914,9.43173973,23.721528477836447
