Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),magnitude
10.40730698,7.333104134,13.55533981,-4.723432064,16.11931959,
10.40981297,7.002595425,13.77099323,-4.884049892,16.20279422,
10.41231902,6.674778938,13.98156166,-5.051547527,16.29585447,
10.414825,6.351448536,14.12513161,-5.240580559,16.35004361,
10.41733099,6.049952984,14.2184515,-5.367699623,16.35782667,
10.41983698,5.788836002,14.28066444,-5.377270699,16.32063232,
10.42234297,5.520840168,14.29502201,-5.309972763,16.2179882,
10.42484896,5.305186749,14.32642746,-5.204688549,16.1394025,
10.42735495,5.183153152,14.35274887,-5.161617756,16.10927604,
10.42986094,5.1735816,14.37428379,-5.180759907,16.13152982,
10.43236693,5.269294739,14.44367599,-5.214259624,16.23495447,
10.43487297,5.444269657,14.48196125,-5.211866856,16.32577195,
10.43737896,5.628517151,14.40299797,-5.070690155,16.27385801,
10.43988495,5.798407555,14.16341591,-4.709074974,16.01247225,
10.44239094,5.954239845,13.74437332,-4.16081953,15.54584154,
10.44489693,6.104988098,13.14826107,-3.543172121,14.92319395,
10.44740292,6.325127602,12.4803648,-2.956631422,14.30064383,
10.44990891,6.600601196,11.74786186,-2.46819663,13.69934995,
10.4524149,6.885347366,10.9746809,-2.10209465,13.12518309,
10.45492089,7.141678333,10.19402313,-1.85294199,12.58392113,
10.45742693,7.345067978,9.418449402,-1.649552107,12.0572897,
10.45993292,7.498209,8.671290398,-1.53230381,11.56556831,
10.46243891,7.627720356,7.926823139,-1.474876046,11.09918476,
10.4649449,7.788039684,7.285247803,-1.326221943,10.7465,
10.46745089,8.051250458,6.885347366,-1.110867858,10.65197961,
10.46995688,8.429615021,6.669992924,-0.8907282352,10.78613053,
10.47246287,8.846264839,6.576673031,-0.7588238716,11.04920103,
10.47496886,9.296415329,6.614958286,-0.8258228898,11.43953647,
10.47747485,9.734301567,6.708278179,-1.098903775,11.87287718,
10.47998084,10.05284595,6.832705021,-1.623231053,12.26297063,
10.48248683,10.21316528,6.983452797,-2.286342144,12.5819203,
10.48499287,10.15334511,7.108178616,-3.033201694,12.75997385,
10.48749886,9.844670296,7.14885664,-3.622135162,12.69423285,
10.49000485,9.31555748,7.096214771,-3.921537161,12.34966918,
10.49251084,8.68803978,6.933203697,-3.840181351,11.76003153,
10.49501683,8.08953476,6.768098831,-3.4809587,11.10697114,
10.49752282,7.632505894,6.586244106,-2.997309446,10.51749122,
10.50002881,7.440781116,6.416054726,-2.547458887,10.14990289,
10.5025348,7.522137165,6.274878502,-2.233700037,10.04719183,
10.50504078,7.864609718,6.234200478,-2.075773716,10.24822805,
10.50754683,8.341080666,6.236593246,-2.030309916,10.61088499,
10.51005282,8.831908226,6.236593246,-2.008774519,10.99694836,
10.51255881,9.233902931,6.243771553,-2.044667006,11.33270973,
10.5150648,9.518947601,6.260521412,-2.142772675,11.59292744,
10.51757078,9.729516029,6.258128643,-2.283949137,11.79169538,
10.52007678,9.894919395,6.25094986,-2.382055044,11.94395204,
10.52258277,10.12941647,6.643671989,-2.65513587,12.40133872,
10.52508875,10.68724346,9.619445801,-3.852145433,14.88589718,
10.52759474,10.15573788,16.75633812,-3.047558784,19.82930895,
10.53010078,7.541279793,20.24447632,-3.804288864,21.93586871,
10.53260678,5.554339409,19.32742691,-6.847062111,21.24340784,
10.53511277,5.346164227,20.38804626,-6.236593246,21.98065053,
10.53761875,5.750551224,22.6145668,-6.030810356,24.10099883,
10.54012474,5.166403294,24.56352043,-6.866204739,26.02312484,
10.54263073,3.004487991,26.17718124,-5.647659779,26.94750131,
10.54513672,-0.2727817893,27.6780777,-2.894418001,27.83034406,
10.54764271,-4.479363918,29.95963478,0.2775674164,30.29391789,
10.5501487,-10.0337038,31.75305557,4.321437836,33.57985371,
10.55265469,-16.54068565,32.33720398,8.568398476,37.31898305,
10.55516068,-23.07428741,30.70918655,14.20888042,40.95569755,
10.55766672,-28.34119034,27.23540688,20.01237297,44.1076584,
10.56017271,-31.31247711,21.30748749,24.12055016,44.90301978,
10.5626787,-30.991539,13.43091393,24.7477684,41.87262805,
10.56518469,-26.768507,5.539982796,19.89961052,33.81181562,
10.56769068,-19.89482498,0.04546362907,9.988240242,22.26142563,
10.57019667,-13.16501141,-2.805883646,-0.1938186288,13.46209768,
10.57270266,-7.402495861,-2.992523909,-7.759325504,11.13370004,
10.57520865,-2.947060108,-0.950548768,-12.35115242,12.73340773,
10.57771469,0.1555334777,2.760420084,-14.6638155,14.92218465,
10.58022068,2.652743101,7.09860754,-15.65504169,17.39274577,
10.58272667,4.951049328,10.82602692,-15.01346684,19.16037407,
10.58523266,7.179963589,13.15783215,-12.69123173,19.640463,
10.58773865,9.327521324,14.11077404,-9.597910881,19.44830305,
10.59024464,11.32403278,13.93849087,-6.600601196,19.13330035,
10.59275063,13.00947762,13.0381918,-4.228117466,18.89756414,
10.59525662,14.23520088,11.7023983,-2.51844573,18.59918383,
10.59776261,14.90100384,10.277771,-1.587338686,18.17118973,
