"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.103290262E1,2.737403870E1,-3.920427704E1,4.263610840E0
5.104283863E1,2.758280945E1,-3.907530212E1,3.372314453E0
5.105277363E1,2.758280945E1,-3.907530212E1,3.372314453E0
5.106270962E1,2.773753357E1,-3.877503586E1,2.810241699E0
5.107264562E1,2.773753357E1,-3.877503586E1,2.810241699E0
5.108258062E1,2.772264099E1,-3.881568146E1,2.959411621E0
5.109251662E1,2.772264099E1,-3.881568146E1,2.959411621E0
5.110245162E1,2.768870544E1,-3.886067963E1,3.355407715E0
5.111238763E1,2.768870544E1,-3.886067963E1,3.355407715E0
5.112232363E1,2.790452576E1,-3.876172256E1,3.692260742E0
5.113225863E1,2.790452576E1,-3.876172256E1,3.692260742E0
5.114219462E1,2.778932190E1,-3.868851852E1,3.867919922E0
5.115212962E1,2.778932190E1,-3.868851852E1,3.867919922E0
5.116206562E1,2.756794739E1,-3.881034851E1,4.124938965E0
5.117200162E1,2.756794739E1,-3.881034851E1,4.124938965E0
5.118193662E1,2.728886414E1,-3.903968811E1,4.640014648E0
5.119187263E1,2.728886414E1,-3.903968811E1,4.640014648E0
5.120180763E1,2.693547058E1,-3.915864944E1,5.357604980E0
5.121174362E1,2.693547058E1,-3.915864944E1,5.357604980E0
5.122167862E1,2.642222595E1,-3.921326447E1,6.219726562E0
5.123161462E1,2.642222595E1,-3.921326447E1,6.219726562E0
5.124155062E1,2.594960022E1,-3.939835739E1,6.843872070E0
5.125148562E1,2.594960022E1,-3.939835739E1,6.843872070E0
5.126142163E1,2.564823914E1,-3.941188049E1,7.656066895E0
5.127135663E1,2.564823914E1,-3.941188049E1,7.656066895E0
5.128129263E1,2.531355286E1,-3.965932465E1,8.339660645E0
5.129122862E1,2.531355286E1,-3.965932465E1,8.339660645E0
5.130116362E1,2.531355286E1,-3.965932465E1,8.339660645E0
5.131109962E1,2.483512878E1,-3.981062698E1,8.797912598E0
5.132103462E1,2.483512878E1,-3.981062698E1,8.797912598E0
5.133096933E1,2.443577576E1,-4.007476807E1,9.635009766E0
5.134090533E1,2.443577576E1,-4.007476807E1,9.635009766E0
5.135084033E1,2.376161194E1,-4.030319595E1,1.026916504E1
5.136077633E1,2.376161194E1,-4.030319595E1,1.026916504E1
5.137071133E1,2.299830627E1,-4.068685150E1,1.051678467E1
5.138064733E1,2.299830627E1,-4.068685150E1,1.051678467E1
5.139058233E1,2.268891907E1,-4.073270416E1,1.033264160E1
5.140051833E1,2.268891907E1,-4.073270416E1,1.033264160E1
5.141045433E1,2.269233704E1,-4.079720306E1,9.758911133E0
5.142038933E1,2.269233704E1,-4.079720306E1,9.758911133E0
5.143032533E1,2.269584656E1,-4.093980408E1,9.190917969E0
5.144026033E1,2.269584656E1,-4.093980408E1,9.190917969E0
5.145019633E1,2.278346252E1,-4.075455093E1,8.720397949E0
5.146013233E1,2.278346252E1,-4.075455093E1,8.720397949E0
5.147006733E1,2.306355286E1,-4.085007095E1,8.408996582E0
5.148000333E1,2.306355286E1,-4.085007095E1,8.408996582E0
5.148993833E1,2.361109924E1,-4.067520905E1,7.932739258E0
5.149987433E1,2.361109924E1,-4.067520905E1,7.932739258E0
5.150980933E1,2.408204651E1,-4.048314285E1,7.239501953E0
5.151974533E1,2.408204651E1,-4.048314285E1,7.239501953E0
5.152968133E1,2.407868958E1,-4.059708023E1,7.070434570E0
5.153961633E1,2.407868958E1,-4.059708023E1,7.070434570E0
5.154955233E1,2.399296570E1,-4.062650681E1,6.899169922E0
5.155948733E1,2.399296570E1,-4.062650681E1,6.899169922E0
5.156942333E1,2.411729431E1,-4.077366257E1,6.803039551E0
5.157935933E1,2.411729431E1,-4.077366257E1,6.803039551E0
5.158929433E1,2.398362732E1,-4.059907150E1,7.153747559E0
5.159923033E1,2.398362732E1,-4.059907150E1,7.153747559E0
5.160916533E1,2.361708069E1,-4.062829971E1,8.221862793E0
5.161910133E1,2.361708069E1,-4.062829971E1,8.221862793E0
5.162903733E1,2.298435974E1,-4.081730270E1,9.301452637E0
5.163897233E1,2.298435974E1,-4.081730270E1,9.301452637E0
5.164890833E1,2.267109680E1,-4.058568192E1,9.808044434E0
5.165884333E1,2.267109680E1,-4.058568192E1,9.808044434E0
5.166877933E1,2.271913147E1,-4.055840302E1,1.051354980E1
5.167871433E1,2.271913147E1,-4.055840302E1,1.051354980E1
5.168865033E1,2.294267273E1,-4.025305939E1,1.100457764E1
5.169858633E1,2.294267273E1,-4.025305939E1,1.100457764E1
5.170852133E1,2.291819763E1,-4.013645554E1,1.127789307E1
5.171845733E1,2.291819763E1,-4.013645554E1,1.127789307E1
5.172839233E1,2.261262512E1,-4.051103592E1,1.154382324E1
5.173832833E1,2.261262512E1,-4.051103592E1,1.154382324E1
5.174826433E1,2.235966492E1,-4.069143295E1,1.153656006E1
5.175819933E1,2.235966492E1,-4.069143295E1,1.153656006E1
5.176813533E1,2.226463318E1,-4.052255630E1,1.130615234E1
5.177807033E1,2.226463318E1,-4.052255630E1,1.130615234E1
5.178800633E1,2.208351135E1,-4.083316422E1,1.097357178E1
5.179794233E1,2.208351135E1,-4.083316422E1,1.097357178E1
5.180787733E1,2.213166809E1,-4.098326111E1,1.052685547E1
5.181781333E1,2.213166809E1,-4.098326111E1,1.052685547E1
5.182774833E1,2.187065125E1,-4.130515671E1,9.952514648E0
5.183768433E1,2.187065125E1,-4.130515671E1,9.952514648E0
5.184761933E1,2.244099426E1,-4.120051575E1,8.780273438E0
5.185755533E1,2.244099426E1,-4.120051575E1,8.780273438E0
5.186749133E1,2.269404602E1,-4.118508148E1,7.715637207E0
5.187742633E1,2.269404602E1,-4.118508148E1,7.715637207E0
5.188736233E1,2.307514954E1,-4.110484314E1,6.550598145E0
5.189729733E1,2.307514954E1,-4.110484314E1,6.550598145E0
5.190723333E1,2.358186340E1,-4.104085922E1,5.970031738E0
5.191716933E1,2.358186340E1,-4.104085922E1,5.970031738E0
5.192710433E1,2.399943542E1,-4.105760193E1,5.194824219E0
5.193704033E1,2.399943542E1,-4.105760193E1,5.194824219E0
5.194697533E1,2.473497009E1,-4.072942734E1,4.635437012E0
5.195691133E1,2.473497009E1,-4.072942734E1,4.635437012E0
5.196684633E1,2.500239563E1,-4.052975464E1,4.500244141E0
5.197678233E1,2.500239563E1,-4.052975464E1,4.500244141E0
5.198671833E1,2.539936829E1,-4.022731018E1,4.081909180E0
5.199665333E1,2.539936829E1,-4.022731018E1,4.081909180E0
5.200658933E1,2.539039612E1,-4.031668854E1,4.109375000E0
5.201652433E1,2.539039612E1,-4.031668854E1,4.109375000E0
5.202646033E1,2.539518738E1,-4.022530365E1,4.227111816E0
5.203639633E1,2.539518738E1,-4.022530365E1,4.227111816E0
5.204633133E1,2.565092468E1,-4.016816330E1,4.610961914E0
5.205626733E1,2.565092468E1,-4.016816330E1,4.610961914E0
5.206620233E1,2.566090393E1,-3.994929123E1,5.144958496E0
5.207613833E1,2.566090393E1,-3.994929123E1,5.144958496E0
5.208607333E1,2.580772400E1,-3.996982956E1,5.061706543E0
5.209600933E1,2.580772400E1,-3.996982956E1,5.061706543E0
5.210594533E1,2.583882141E1,-3.969145203E1,4.960144043E0
