"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.230740282E2,-1.625769196E0,8.790021057E0,1.290765839E0
1.230839642E2,-1.724264374E0,8.986113281E0,1.279090118E0
1.230938993E2,-1.947599945E0,9.324559479E0,1.300196228E0
1.231038353E2,-2.402204590E0,9.581275635E0,1.383872223E0
1.231137702E2,-3.181484070E0,1.008722351E1,1.772763519E0
1.231237052E2,-4.339176636E0,1.063897614E1,2.642604675E0
1.231336412E2,-5.756728821E0,1.140373581E1,3.785627747E0
1.231435762E2,-6.782695313E0,1.198213303E1,4.567152557E0
1.231535122E2,-6.477629700E0,1.228704895E1,4.651127930E0
1.231634473E2,-4.600383453E0,1.265947449E1,4.290677490E0
1.231733833E2,-2.757415924E0,1.289882675E1,3.823948059E0
1.231833182E2,-2.643951874E0,1.278760803E1,3.302582245E0
1.231932542E2,-3.858226776E0,1.220217545E1,2.883154449E0
1.232031892E2,-5.298082581E0,1.145732437E1,2.562820587E0
1.232131252E2,-6.081403656E0,1.077968353E1,2.334694977E0
1.232230602E2,-5.797444153E0,9.937834167E0,2.153721313E0
1.232329963E2,-5.192851410E0,9.632319489E0,1.930236053E0
1.232429313E2,-4.767585754E0,9.707463226E0,1.811532898E0
1.232528673E2,-4.744384003E0,9.374555511E0,1.801503754E0
1.232628022E2,-4.719535675E0,8.967402191E0,1.950593719E0
1.232727382E2,-4.563859406E0,8.485703888E0,2.211501160E0
1.232826732E2,-4.421056366E0,7.995922394E0,2.303260345E0
1.232926092E2,-4.303999786E0,7.484735413E0,2.297422485E0
1.233025443E2,-4.309987335E0,7.004983063E0,2.228715363E0
1.233124803E2,-4.247417450E0,6.666387177E0,2.140848083E0
1.233224153E2,-4.172124023E0,6.727909241E0,2.079475708E0
1.233323512E2,-4.185895386E0,7.170838165E0,1.898651733E0
1.233422862E2,-4.264781342E0,7.720944214E0,1.638043671E0
1.233522222E2,-4.341571655E0,8.119415588E0,1.531016235E0
1.233621572E2,-4.289030914E0,8.430917816E0,1.653760986E0
1.233720932E2,-4.291725311E0,8.627908173E0,2.013612671E0
1.233820283E2,-4.381388855E0,8.625213776E0,2.483485565E0
1.233919652E2,-4.372706909E0,8.626411285E0,2.843187561E0
1.234019002E2,-4.196373596E0,8.599766693E0,3.096909943E0
1.234118362E2,-3.995042267E0,8.585246887E0,3.204835510E0
1.234217712E2,-3.850293274E0,8.557853851E0,3.187770996E0
1.234317072E2,-3.681893463E0,8.621471558E0,3.182082825E0
1.234416422E2,-3.461401978E0,8.618926849E0,3.111429749E0
1.234515782E2,-3.286415863E0,8.581205292E0,3.143313446E0
1.234615132E2,-3.135679321E0,8.450377350E0,3.154989166E0
1.234714482E2,-3.010240173E0,8.288863220E0,3.162473602E0
1.234813842E2,-2.937341766E0,8.066874847E0,3.154390411E0
1.234913192E2,-2.921474762E0,8.009693756E0,3.172951813E0
1.235012552E2,-2.759511566E0,7.882158966E0,3.101250916E0
1.235111902E2,-2.679877167E0,7.752827911E0,2.988535309E0
1.235211262E2,-2.620899811E0,7.865842896E0,2.889591064E0
1.235310612E2,-2.630629578E0,7.887697449E0,2.760110321E0
1.235409972E2,-2.540966034E0,7.821834412E0,2.733316040E0
1.235509322E2,-2.451302490E0,7.586074677E0,2.828817444E0
1.235608682E2,-2.361339569E0,7.619455261E0,2.983146515E0
1.235708032E2,-2.216141510E0,7.721093903E0,3.084785156E0
1.235807392E2,-2.125879211E0,7.651937714E0,3.105891266E0
1.235906742E2,-2.103276215E0,7.641609192E0,3.098257141E0
1.236006102E2,-2.126927032E0,7.744445343E0,3.095862122E0
1.236105452E2,-2.098785553E0,7.817194061E0,3.089126129E0
1.236204812E2,-2.219284973E0,7.859256592E0,3.067421265E0
1.236304162E2,-2.300715637E0,7.929909668E0,3.141666870E0
1.236403522E2,-2.293380890E0,8.067922668E0,3.304228821E0
1.236502872E2,-2.186353455E0,8.129744110E0,3.351680145E0
1.236602232E2,-2.101180573E0,8.173453217E0,3.406017151E0
1.236701582E2,-1.884431305E0,8.124355316E0,3.411555634E0
1.236800942E2,-1.647923126E0,8.065078583E0,3.388653259E0
1.236900292E2,-1.468146973E0,8.078101501E0,3.372037811E0
1.236999652E2,-1.362167358E0,8.074359283E0,3.293750610E0
1.237099002E2,-1.220711517E0,8.058043213E0,3.203338623E0
1.237198362E2,-1.098864899E0,8.076604614E0,3.163521423E0
1.237297712E2,-1.048419800E0,8.077053680E0,3.093317413E0
1.237397072E2,-9.919871521E-1,8.080346832E0,2.962788849E0
1.237496422E2,-8.746311951E-1,8.030201111E0,2.950065308E0
1.237595782E2,-7.560777283E-1,7.968828735E0,2.947969666E0
1.237695132E2,-6.414161682E-1,7.993078308E0,2.978356476E0
1.237794492E2,-5.505551147E-1,7.948620758E0,2.956801300E0
1.237893842E2,-5.278024292E-1,7.987240448E0,2.804118805E0
1.237993202E2,-4.893324280E-1,8.069419556E0,2.655328217E0
1.238092552E2,-4.528083801E-1,8.229436798E0,2.459984436E0
1.238191902E2,-4.394860840E-1,8.459059296E0,2.232906647E0
1.238291262E2,-4.941224670E-1,8.741222534E0,2.155667267E0
1.238390612E2,-6.494993591E-1,9.175469513E0,2.389031982E0
1.238489972E2,-9.521699524E-1,9.890831909E0,2.935844879E0
1.238589322E2,-1.732197876E0,1.072295151E1,3.761527863E0
1.238688682E2,-3.825444946E0,1.171598648E1,4.629572754E0
1.238788032E2,-7.011419678E0,1.199755096E1,4.148173828E0
1.238887392E2,-8.063432007E0,1.200922668E1,3.138074341E0
1.238986742E2,-6.681805115E0,1.251831802E1,1.887574768E0
1.239086102E2,-5.266348572E0,1.255454269E1,1.210981750E0
1.239185452E2,-4.188589783E0,1.211580505E1,1.656455383E0
1.239284812E2,-3.638483734E0,1.206700653E1,3.069516907E0
1.239384162E2,-3.955374756E0,1.218915253E1,4.135150909E0
1.239483522E2,-4.756209412E0,1.210862000E1,4.558470612E0
1.239582872E2,-5.532345428E0,1.174846893E1,4.486021271E0
1.239682232E2,-5.321733398E0,1.156270523E1,4.277654572E0
1.239781582E2,-4.833149414E0,1.143636795E1,3.948339386E0
1.239880942E2,-4.659959564E0,1.127590164E1,3.463347931E0
1.239980292E2,-4.489464111E0,1.081695602E1,3.026855621E0
1.240079652E2,-4.310286713E0,1.028346542E1,2.688110046E0
1.240179002E2,-3.850293274E0,9.739795990E0,2.211351471E0
1.240278362E2,-3.360811157E0,9.171278229E0,1.854343872E0
1.240377712E2,-3.082988892E0,8.504864044E0,1.728305969E0
1.240477072E2,-3.129242706E0,8.220754852E0,1.707648926E0
1.240576422E2,-3.084485779E0,7.847730560E0,1.466500397E0
1.240675772E2,-3.035836945E0,7.474406891E0,1.238973541E0
1.240775132E2,-3.062631226E0,7.166646881E0,1.070573730E0
1.240874482E2,-3.053649902E0,7.114106140E0,1.086590424E0
1.240973842E2,-3.133433990E0,7.206913147E0,1.100511475E0
1.241073192E2,-3.272195435E0,7.362739105E0,1.109193420E0
1.241172552E2,-3.315156097E0,7.578590240E0,1.255888367E0
1.241271902E2,-3.306474152E0,7.858059082E0,1.291214905E0
1.241371262E2,-3.225342865E0,8.079748077E0,1.266366577E0
1.241470612E2,-3.121009827E0,8.206384735E0,1.278641052E0
1.241569972E2,-3.051554260E0,8.251291351E0,1.146166534E0
1.241669322E2,-3.069965973E0,8.262218628E0,9.933343506E-1
1.241768682E2,-3.137924652E0,8.266858978E0,9.129515076E-1
1.241868032E2,-3.163820801E0,8.293503571E0,8.538244629E-1
1.241967392E2,-3.127895508E0,8.361312561E0,8.629554749E-1
1.242066742E2,-2.990930328E0,8.417745209E0,9.264234924E-1
1.242166102E2,-2.823877716E0,8.494086456E0,9.928852844E-1
1.242265452E2,-2.697390747E0,8.505313110E0,1.115779724E0
1.242364812E2,-2.594554596E0,8.525072021E0,1.237326965E0
1.242464162E2,-2.487078094E0,8.587342529E0,1.325942688E0
1.242563522E2,-2.438129883E0,8.695717163E0,1.379381561E0
1.242662872E2,-2.430046692E0,8.804241486E0,1.377884674E0
1.242762232E2,-2.443668365E0,8.927584991E0,1.413660278E0
1.242861582E2,-2.506088562E0,9.085656281E0,1.324595490E0
1.242960942E2,-2.605182495E0,9.364376678E0,1.183439026E0
1.243060292E2,-2.668201447E0,9.604776764E0,9.812095642E-1
1.243159652E2,-2.621049500E0,9.621541901E0,7.726931763E-1
1.243259002E2,-2.513123932E0,9.600435791E0,6.357279968E-1
1.243358352E2,-2.381547546E0,9.473499756E0,4.846920776E-1
1.243457712E2,-2.296973419E0,9.296567688E0,5.099894714E-1
1.243557062E2,-2.239942017E0,9.160949707E0,4.547543335E-1
1.243656422E2,-2.237247620E0,9.067394257E0,4.772076416E-1
1.243755772E2,-2.276016998E0,9.006470947E0,5.899232483E-1
1.243855132E2,-2.291884003E0,8.950786743E0,7.117698669E-1
1.243954480E2,-2.286046143E0,8.955726471E0,8.017327881E-1
1.244053840E2,-2.233954468E0,8.976982269E0,8.849597168E-1
1.244153190E2,-2.126477966E0,8.951834564E0,1.012045441E0
1.244252550E2,-2.025438080E0,8.909472656E0,1.122964783E0
1.244351900E2,-1.952988739E0,8.924740906E0,1.152453461E0
1.244451260E2,-1.859582977E0,8.877439270E0,1.180295563E0
1.244550610E2,-1.813329163E0,8.840915222E0,1.183588715E0
1.244649970E2,-1.820065155E0,8.827592926E0,1.208886108E0
1.244749320E2,-1.917662201E0,8.887917480E0,1.065634003E0
1.244848680E2,-1.957778778E0,8.861422577E0,9.574090576E-1
1.244948030E2,-1.958527222E0,8.839867401E0,9.083111572E-1
1.245047390E2,-1.963167572E0,8.821156311E0,8.298742676E-1
1.245146740E2,-1.981429596E0,8.861272888E0,7.671546936E-1
1.245246100E2,-1.993554382E0,8.955277405E0,7.765850830E-1
1.245345450E2,-2.043251038E0,9.084009705E0,7.385641479E-1
1.245444810E2,-2.033670959E0,9.228459320E0,7.503895569E-1
1.245544160E2,-1.957629089E0,9.409732361E0,8.216413879E-1
1.245643510E2,-1.820813599E0,9.557175751E0,9.949809265E-1
1.245742870E2,-1.739832001E0,9.668394470E0,1.133143616E0
1.245842220E2,-1.768422546E0,9.793534241E0,1.323547668E0
1.245941580E2,-1.867666168E0,9.846524048E0,1.374292145E0
1.246040930E2,-1.964963837E0,9.934690704E0,1.250200195E0
1.246140290E2,-1.941163330E0,1.000579285E1,1.088237000E0
1.246239640E2,-1.893412628E0,1.004561005E1,8.975335693E-1
1.246339000E2,-2.004631348E0,1.007599686E1,7.571255493E-1
1.246438350E2,-2.437680817E0,1.014620087E1,7.414082336E-1
1.246537710E2,-3.323688354E0,1.035621414E1,8.800199890E-1
1.246637060E2,-4.258195038E0,1.073402847E1,1.264121246E0
1.246736420E2,-5.112767944E0,1.101409607E1,1.634750519E0
1.246835770E2,-6.148015137E0,1.111812973E1,2.021097107E0
1.246935130E2,-6.537654877E0,1.124027573E1,2.610122223E0
1.247034480E2,-6.002368011E0,1.146720383E1,2.973416748E0
1.247133840E2,-5.329816589E0,1.148471741E1,3.136278076E0
1.247233190E2,-4.866979065E0,1.155357422E1,3.423979797E0
1.247332550E2,-4.773124237E0,1.165371597E1,3.056044922E0
1.247431900E2,-5.130580902E0,1.177167068E1,2.364333344E0
1.247531250E2,-5.461542664E0,1.165147064E1,1.769769745E0
1.247630610E2,-5.630241852E0,1.112411728E1,1.408720551E0
1.247729960E2,-5.482798462E0,1.056682617E1,1.349443817E0
1.247829320E2,-5.113366699E0,1.017179764E1,1.532064056E0
1.247928670E2,-5.019362183E0,9.921667786E0,1.802850952E0
1.248028030E2,-5.122348022E0,9.753567352E0,2.061513062E0
1.248127380E2,-5.203329620E0,9.376800842E0,2.409090271E0
1.248226740E2,-4.888833618E0,8.894054718E0,2.889890442E0
1.248326090E2,-4.373305664E0,8.453969879E0,3.263214111E0
1.248425450E2,-4.388873291E0,7.947572937E0,3.416495361E0
1.248524800E2,-4.600832520E0,7.556885376E0,3.424428864E0
1.248624160E2,-4.466112671E0,7.201823730E0,3.497476959E0
1.248723510E2,-4.270469513E0,7.022796021E0,3.623215485E0
1.248822870E2,-4.014651489E0,7.053332520E0,3.594774628E0
1.248922220E2,-3.860621796E0,7.344926147E0,3.463497620E0
1.249021580E2,-3.733386383E0,7.519762573E0,3.334765320E0
1.249120930E2,-3.549868011E0,7.627538452E0,3.267255707E0
1.249220290E2,-3.582949219E0,7.847131805E0,3.153941345E0
1.249319640E2,-3.689976654E0,7.813751221E0,3.113076324E0
1.249419000E2,-3.676205292E0,7.990832977E0,3.234922943E0
1.249518350E2,-3.587290192E0,8.039631500E0,3.216960297E0
1.249617710E2,-3.492237854E0,8.099806366E0,3.159330139E0
1.249717060E2,-3.330424347E0,8.085136871E0,3.043171692E0
1.249816410E2,-3.217858429E0,8.040080566E0,2.967728577E0
1.249915770E2,-3.060086517E0,7.956853638E0,2.919828186E0
1.250015120E2,-2.884651337E0,7.840994568E0,2.857407990E0
1.250114480E2,-2.764900360E0,7.725135498E0,2.862796783E0
1.250213830E2,-2.699336700E0,7.618706818E0,2.903362427E0
1.250313190E2,-2.661914520E0,7.482490082E0,2.955454102E0
1.250412540E2,-2.605182495E0,7.374115448E0,3.047213287E0
1.250511900E2,-2.684218140E0,7.420518951E0,3.102897491E0
1.250611250E2,-2.626587982E0,7.301666107E0,3.256478119E0
1.250710610E2,-2.487227783E0,7.258406067E0,3.369044037E0
1.250809960E2,-2.398761749E0,7.294481049E0,3.403921509E0
1.250909320E2,-2.375559998E0,7.299869843E0,3.411256256E0
1.251008670E2,-2.321821747E0,7.280859375E0,3.443289642E0
1.251108030E2,-2.268831940E0,7.319479065E0,3.535048828E0
1.251207380E2,-2.254312134E0,7.374414825E0,3.600911865E0
1.251306740E2,-2.243235168E0,7.477849731E0,3.672163696E0
1.251406090E2,-2.190245361E0,7.628137207E0,3.780388641E0
1.251505440E2,-2.147135010E0,7.788603516E0,3.827690277E0
1.251604800E2,-2.169887695E0,7.928861847E0,3.823798370E0
1.251704150E2,-2.147135010E0,8.104297028E0,3.876638489E0
1.251803510E2,-2.098336487E0,8.247848511E0,3.885470123E0
1.251902860E2,-2.034868469E0,8.371491394E0,3.879183197E0
1.252002220E2,-1.914369049E0,8.459807739E0,3.886368256E0
1.252101570E2,-1.800306244E0,8.530610504E0,3.899241486E0
1.252200930E2,-1.688189392E0,8.625962219E0,3.909719696E0
1.252300280E2,-1.592538300E0,8.718619537E0,3.920946350E0
1.252399640E2,-1.502725067E0,8.807534637E0,3.913611603E0
1.252498990E2,-1.419198761E0,8.914861450E0,3.909120941E0
1.252598350E2,-1.373094635E0,8.979227600E0,3.882626038E0
1.252697700E2,-1.344504089E0,9.064101105E0,3.848047943E0
1.252797060E2,-1.291514282E0,9.084907837E0,3.758833466E0
1.252896410E2,-1.222956848E0,9.071884918E0,3.654949493E0
1.252995770E2,-1.157692566E0,9.001680908E0,3.553759918E0
1.253095120E2,-1.133592682E0,8.923693085E0,3.444636841E0
1.253194480E2,-1.105900269E0,8.863368530E0,3.397335205E0
1.253293830E2,-1.133892059E0,8.805738373E0,3.369642792E0
1.253393180E2,-1.161135406E0,8.818611603E0,3.370690613E0
1.253492540E2,-1.201401672E0,8.857680359E0,3.337010651E0
1.253591890E2,-1.249152374E0,8.889264679E0,3.291954346E0
1.253691250E2,-1.307680664E0,8.951235809E0,3.288960571E0
1.253790600E2,-1.386267242E0,9.036259003E0,3.309617615E0
1.253889960E2,-1.450483704E0,9.103768616E0,3.345093842E0
1.253989314E2,-1.511556702E0,9.160201263E0,3.401975555E0
1.254088674E2,-1.558558960E0,9.197024689E0,3.485950928E0
1.254188024E2,-1.573078766E0,9.220974884E0,3.564986572E0
1.254287384E2,-1.541943512E0,9.214687958E0,3.620521088E0
1.254386734E2,-1.507215729E0,9.241482239E0,3.617527313E0
1.254486094E2,-1.434916077E0,9.284143524E0,3.649111633E0
1.254585444E2,-1.376387787E0,9.383985901E0,3.684587860E0
1.254684804E2,-1.425485687E0,9.532028046E0,3.750899963E0
1.254784154E2,-1.587299194E0,9.757459259E0,3.917952576E0
1.254883514E2,-1.928888855E0,9.918374634E0,4.205354919E0
1.254982864E2,-2.616858215E0,1.004965164E1,4.323159943E0
1.255082214E2,-3.590733032E0,1.025337799E1,3.951632538E0
1.255181574E2,-4.566254425E0,1.059062668E1,3.451821899E0
1.255280924E2,-5.078788605E0,1.069645660E1,2.905158691E0
1.255380284E2,-4.942721558E0,1.064481400E1,2.458188171E0
1.255479634E2,-3.928430786E0,1.077264816E1,2.336640930E0
1.255578994E2,-2.635718994E0,1.067011139E1,2.706372070E0
1.255678344E2,-1.965113525E0,1.050889664E1,3.257975006E0
1.255777704E2,-2.092348938E0,1.026400589E1,3.651207275E0
1.255877054E2,-2.868035889E0,9.982740784E0,3.793561249E0
1.255976414E2,-3.892954559E0,9.598340149E0,3.990701294E0
1.256075764E2,-4.573289795E0,9.351204071E0,4.326153717E0
1.256175124E2,-4.742587738E0,9.431137848E0,4.582570496E0
1.256274474E2,-4.542603607E0,9.702074432E0,4.565955048E0
1.256373834E2,-4.264631653E0,1.000848724E1,4.345463562E0
1.256473184E2,-4.276307373E0,1.012210098E1,3.986809387E0
1.256572544E2,-4.528083801E0,1.002929398E1,3.617976379E0
1.256671894E2,-4.767585754E0,9.808952179E0,3.456462250E0
1.256771244E2,-4.854105835E0,9.525441742E0,3.425626373E0
1.256870604E2,-4.830604706E0,9.240434418E0,3.301684113E0
1.256969954E2,-4.793481903E0,8.934021606E0,3.129093018E0
1.257069314E2,-4.708009644E0,8.678652649E0,2.992127838E0
1.257168664E2,-4.633614349E0,8.453221436E0,2.843786316E0
1.257268024E2,-4.599934387E0,8.268954620E0,2.713557129E0
1.257367374E2,-4.621040497E0,8.144413605E0,2.583926697E0
1.257466734E2,-4.676125946E0,8.056097260E0,2.430795135E0
1.257566084E2,-4.721481628E0,8.010442200E0,2.307900696E0
1.257665444E2,-4.691992950E0,7.974067841E0,2.224075012E0
1.257764794E2,-4.530628510E0,7.952662354E0,2.163750458E0
1.257864154E2,-4.286635895E0,7.948770447E0,2.119292908E0
1.257963504E2,-4.043840790E0,7.927814026E0,2.083966370E0
1.258062864E2,-3.822002106E0,7.944279785E0,2.111808472E0
1.258162214E2,-3.661086731E0,7.939190369E0,2.218237152E0
1.258261564E2,-3.539539490E0,7.943381653E0,2.176923065E0
1.258360924E2,-3.354374542E0,8.049810333E0,2.246977386E0
1.258460274E2,-3.182082825E0,8.084987183E0,2.250719604E0
1.258559634E2,-3.017724609E0,8.169561310E0,2.315235443E0
1.258658984E2,-2.857407990E0,8.216114502E0,2.328857117E0
1.258758344E2,-2.771786041E0,8.218509521E0,2.292183380E0
1.258857694E2,-2.755469971E0,8.183781738E0,2.160457306E0
1.258957054E2,-2.737357635E0,8.138126678E0,2.048789520E0
1.259056404E2,-2.734962616E0,8.099207611E0,2.025288391E0
1.259155764E2,-2.744393005E0,8.056546326E0,2.089055786E0
1.259255114E2,-2.754871216E0,8.014334106E0,2.152074738E0
1.259354474E2,-2.849324799E0,8.115523682E0,2.108814697E0
1.259453824E2,-2.986140289E0,8.266409912E0,1.957629089E0
1.259553184E2,-3.086731110E0,8.393196259E0,1.864822083E0
1.259652534E2,-3.148103485E0,8.496331787E0,1.650467834E0
1.259751884E2,-3.150049438E0,8.635841675E0,1.508263550E0
1.259851244E2,-3.181633759E0,8.673712921E0,1.281634827E0
1.259950594E2,-3.193459167E0,8.683742065E0,9.993218994E-1
1.260049954E2,-3.172502747E0,8.808133392E0,8.330177307E-1
1.260149304E2,-3.102897491E0,8.753347321E0,7.951464844E-1
1.260248664E2,-2.944975891E0,8.603658600E0,5.932164001E-1
1.260348014E2,-2.774031372E0,8.591833191E0,5.143304443E-1
1.260447374E2,-2.644550629E0,8.585995331E0,4.544549561E-1
1.260546724E2,-2.489622803E0,8.474926300E0,3.269201660E-1
1.260646084E2,-2.439477081E0,8.287066956E0,2.312690735E-1
1.260745434E2,-2.412233734E0,8.220305786E0,1.302291870E-1
1.260844794E2,-2.391127625E0,8.212222595E0,2.454895020E-2
1.260944144E2,-2.387684784E0,8.283025360E0,-4.969665527E-2
1.261043504E2,-2.331701202E0,8.310717773E0,-1.610650635E-1
1.261142854E2,-2.326462097E0,8.324040070E0,-2.386038208E-1
1.261242204E2,-2.300715637E0,8.403075714E0,-2.649490356E-1
1.261341564E2,-2.329006805E0,8.460406494E0,-2.665956116E-1
1.261440914E2,-2.355950775E0,8.520132294E0,-1.919009399E-1
1.261540274E2,-2.392774200E0,8.546627197E0,-1.384620667E-1
1.261639624E2,-2.398312683E0,8.511001282E0,-4.775070190E-2
1.261738984E2,-2.371518402E0,8.436905365E0,1.481918335E-2
1.261838334E2,-2.286345520E0,8.335566101E0,9.999206543E-2
1.261937694E2,-2.184856567E0,8.298143921E0,1.874102783E-1
1.262037044E2,-2.209704895E0,8.379724274E0,2.327659607E-1
1.262136404E2,-2.242337036E0,8.526269531E0,2.731819153E-1
1.262235754E2,-2.144440613E0,8.682095490E0,2.727328491E-1
1.262335114E2,-1.928739166E0,8.833281097E0,2.076182556E-1
1.262434464E2,-1.610500946E0,8.897497559E0,1.221459961E-1
1.262533824E2,-1.266067200E0,8.926387482E0,7.514373779E-2
1.262633174E2,-1.050515442E0,8.985364838E0,1.448986816E-1
1.262732524E2,-1.057999878E0,9.152417450E0,1.640588379E-1
1.262831884E2,-1.428629150E0,9.571096802E0,2.254312134E-1
1.262931234E2,-2.118694153E0,1.018452118E1,5.536985779E-1
1.263030594E2,-2.893333282E0,1.105630829E1,1.396595764E0
1.263129944E2,-3.557202759E0,1.178978302E1,2.366129608E0
1.263229304E2,-4.028123474E0,1.198333054E1,3.349285126E0
1.263328654E2,-4.188140717E0,1.143292511E1,3.578757935E0
1.263428014E2,-3.656745758E0,1.094014984E1,4.089046783E0
1.263527364E2,-2.662213898E0,1.081186661E1,5.173990631E0
1.263626724E2,-2.197729797E0,1.021371048E1,4.811145172E0
1.263726074E2,-2.343227234E0,1.025367737E1,3.347339172E0
1.263825434E2,-2.869083710E0,1.081276474E1,2.025288391E0
1.263924781E2,-3.970193939E0,1.087159241E1,1.122366028E0
1.264024131E2,-5.127287750E0,1.138008499E1,5.659730530E-1
1.264123491E2,-5.657485199E0,1.198692307E1,4.897814941E-1
1.264222841E2,-5.510939941E0,1.211206284E1,8.102650452E-1
1.264322201E2,-5.075345764E0,1.224932739E1,1.347647552E0
1.264421551E2,-4.655319214E0,1.226294907E1,2.014810181E0
1.264520911E2,-4.473297729E0,1.208631638E1,2.768043823E0
1.264620261E2,-4.510270844E0,1.165356628E1,3.321592712E0
1.264719621E2,-4.482877808E0,1.102322708E1,3.490291901E0
1.264818971E2,-4.043391724E0,1.061128372E1,3.904480591E0
1.264918331E2,-3.492387543E0,9.958640900E0,4.783752136E0
1.265017681E2,-3.355721741E0,9.129515076E0,4.699327698E0
1.265117041E2,-3.494782562E0,8.634494476E0,3.900139618E0
1.265216391E2,-3.661835175E0,8.228688354E0,3.609893188E0
1.265315741E2,-3.886368256E0,7.884703674E0,3.496578827E0
1.265415101E2,-3.888014832E0,7.966733093E0,3.627706146E0
1.265514451E2,-3.752247162E0,8.001909943E0,3.834126892E0
1.265613811E2,-3.621269531E0,8.074808350E0,3.944597168E0
1.265713161E2,-3.273093567E0,8.385412445E0,3.828887787E0
1.265812521E2,-3.000959473E0,8.602161713E0,3.531905365E0
1.265911871E2,-2.875370636E0,8.797206116E0,3.163521423E0
1.266011231E2,-2.834206238E0,8.937913513E0,3.058739319E0
1.266110581E2,-2.724933472E0,8.953032074E0,3.180885315E0
1.266209941E2,-2.544558563E0,8.922495575E0,3.334615631E0
1.266309291E2,-2.361638947E0,8.820108490E0,3.445984039E0
1.266408651E2,-2.141147461E0,8.687783661E0,3.602708130E0
1.266508001E2,-1.916464691E0,8.462951202E0,3.648512878E0
1.266607351E2,-1.719624023E0,8.159532166E0,3.678151245E0
1.266706711E2,-1.621128845E0,7.861801300E0,3.691922607E0
1.266806061E2,-1.619182892E0,7.624993744E0,3.563489685E0
1.266905421E2,-1.743574219E0,7.364235992E0,3.244802399E0
1.267004771E2,-1.910177765E0,7.263645172E0,2.983745270E0
1.267104131E2,-2.050136719E0,7.169191589E0,2.772085419E0
1.267203481E2,-2.173480225E0,7.106472015E0,2.564167786E0
1.267302841E2,-2.221829681E0,7.134314117E0,2.475701752E0
1.267402191E2,-2.147733765E0,7.109465790E0,2.385439453E0
1.267501551E2,-2.010618896E0,7.208709412E0,2.390229492E0
1.267600901E2,-1.857337646E0,7.453899536E0,2.503992920E0
1.267700261E2,-1.654060364E0,7.610024872E0,2.702031097E0
1.267799611E2,-1.498084717E0,7.878716125E0,2.981649628E0
1.267898961E2,-1.410666504E0,8.214767303E0,3.222349091E0
1.267998321E2,-1.368603973E0,8.622070312E0,3.488795013E0
1.268097671E2,-1.380429382E0,9.034163361E0,3.725901947E0
1.268197031E2,-1.354982300E0,9.380093994E0,3.806733856E0
1.268296381E2,-1.514999542E0,9.648036804E0,3.785927124E0
1.268395741E2,-1.750010834E0,9.700727234E0,3.852538605E0
1.268495091E2,-1.696422272E0,9.695039063E0,3.995491333E0
1.268594451E2,-1.616039429E0,9.476194153E0,3.997586975E0
1.268693801E2,-1.505868530E0,9.235195312E0,3.977378998E0
1.268793161E2,-1.469643860E0,9.012608185E0,4.080514526E0
1.268892511E2,-1.409319305E0,8.771309967E0,4.092339935E0
1.268991871E2,-1.349593506E0,8.633147278E0,4.000281372E0
1.269091221E2,-1.205892334E0,8.569978638E0,3.917653198E0
1.269190571E2,-1.047671356E0,8.491242371E0,3.763174438E0
1.269289931E2,-9.030720520E-1,8.433911591E0,3.504961395E0
1.269389281E2,-7.747888184E-1,8.386310577E0,3.176993408E0
1.269488641E2,-6.327342224E-1,8.314609680E0,2.851270752E0
1.269587991E2,-4.581971741E-1,8.293653259E0,2.628234558E0
1.269687351E2,-2.918930054E-1,8.301586761E0,2.459984436E0
1.269786701E2,-1.451980591E-1,8.296048279E0,2.331252136E0
1.269886061E2,-3.203338623E-2,8.318202209E0,2.256108398E0
1.269985411E2,5.358856201E-2,8.396339722E0,2.215842133E0
1.270084771E2,1.055305481E-1,8.516090698E0,2.232756958E0
1.270184121E2,1.128652954E-1,8.640781403E0,2.322270813E0
1.270283481E2,1.472937012E-1,8.837771759E0,2.531685333E0
1.270382831E2,1.314266968E-1,9.047785034E0,2.801274719E0
1.270482181E2,3.742218018E-2,9.246721344E0,3.136727142E0
1.270581541E2,-1.371148682E-1,9.444759521E0,3.532354431E0
1.270680891E2,-3.326083374E-1,9.616751862E0,3.910468140E0
1.270780251E2,-5.828878784E-1,9.757758636E0,4.191284180E0
1.270879601E2,-8.270301819E-1,9.828112335E0,4.378395081E0
1.270978961E2,-1.010548553E0,9.767189026E0,4.465663605E0
1.271078311E2,-1.177152100E0,9.861642609E0,4.470453644E0
1.271177671E2,-1.289268951E0,1.017673737E1,4.425247650E0
1.271277021E2,-1.209335175E0,1.043450134E1,4.402644653E0
1.271376381E2,-1.147064667E0,1.061053528E1,4.512965240E0
1.271475731E2,-1.351988525E0,1.071531738E1,4.262685699E0
1.271575091E2,-1.787283325E0,1.088207062E1,3.563190308E0
1.271674441E2,-2.808010712E0,1.094104797E1,2.456691284E0
1.271773791E2,-4.903952179E0,1.109193420E1,1.519789581E0
1.271873151E2,-7.319628754E0,1.092383377E1,1.004710693E0
1.271972501E2,-8.347990265E0,1.085662354E1,1.935475159E0
1.272071861E2,-6.901099091E0,1.068672684E1,3.055146790E0
1.272171211E2,-5.127736816E0,1.042207718E1,3.941154327E0
1.272270571E2,-3.641178131E0,1.028406418E1,4.689597931E0
1.272369921E2,-2.534230042E0,1.053209839E1,4.983436890E0
