"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.202196399E2,1.495501995E-1,1.108726673E-2,2.467167936E-2
4.202295749E2,1.441519707E-1,1.086143032E-2,2.574067190E-2
4.202395099E2,1.408713460E-1,-5.019296426E-3,2.432016656E-2
4.202494459E2,1.397530735E-1,-3.848191351E-2,3.210112080E-2
4.202593809E2,1.274083108E-1,-1.103175953E-1,4.051752388E-2
4.202693159E2,1.095949709E-1,-1.842320412E-1,3.377599642E-2
4.202792509E2,9.581740946E-2,-2.215970010E-1,2.817931026E-2
4.202891859E2,8.676745743E-2,-2.612200379E-1,2.461387031E-2
4.202991209E2,7.103539258E-2,-3.099926412E-1,1.463226601E-2
4.203090559E2,4.959402233E-2,-3.564219177E-1,4.003327340E-4
4.203189909E2,2.175596729E-2,-3.945722580E-1,-2.227371931E-2
4.203289259E2,-8.630701341E-3,-4.027566910E-1,-3.642682359E-2
4.203388619E2,-3.638857231E-2,-3.938587308E-1,-4.015715793E-2
4.203487969E2,-5.663072318E-2,-3.850958645E-1,-1.611840352E-2
4.203587319E2,-8.117631078E-2,-3.754062951E-1,3.195948154E-2
4.203686669E2,-1.036813557E-1,-3.476279080E-1,9.335280210E-2
4.203786019E2,-1.291941553E-1,-3.221599460E-1,1.546678841E-1
4.203885369E2,-1.632495970E-1,-3.092769086E-1,1.959612668E-1
4.203984719E2,-2.068551779E-1,-3.227128088E-1,2.318002731E-1
4.204084069E2,-2.622944415E-1,-3.660797179E-1,2.508866191E-1
4.204183429E2,-3.097196817E-1,-4.063963592E-1,2.600007951E-1
4.204282779E2,-3.403851986E-1,-4.305459261E-1,2.977612317E-1
4.204382129E2,-3.601038158E-1,-4.022180140E-1,3.351412714E-1
4.204481479E2,-3.760452271E-1,-2.762196064E-1,3.725887537E-1
4.204580829E2,-3.964586556E-1,-9.778513759E-2,3.959277272E-1
4.204680179E2,-3.965124488E-1,5.030605942E-2,4.407303333E-1
4.204779529E2,-3.666045368E-1,9.816468507E-2,4.913027883E-1
4.204878879E2,-3.452843428E-1,-1.975635253E-2,5.439042449E-1
4.204978229E2,-3.287661076E-1,-3.151826859E-1,6.010314822E-1
4.205077589E2,-2.802755535E-1,-7.054119706E-1,6.429443359E-1
4.205176939E2,-1.711961776E-1,-1.124908686E0,7.012382746E-1
4.205276289E2,-2.575150728E-1,-1.074779749E0,5.826737881E-1
4.205375639E2,-4.102220535E-1,-7.185980678E-1,3.865388930E-1
4.205474989E2,-4.125307500E-1,-5.520269871E-1,3.271365464E-1
4.205574339E2,-4.486373961E-1,-3.521926403E-1,3.606947958E-1
4.205673689E2,-4.787590802E-1,-1.209631842E-2,3.194855750E-1
4.205773039E2,-4.233549237E-1,3.171545565E-1,2.978489399E-1
4.205872399E2,-3.738784492E-1,4.775881469E-1,3.072035611E-1
4.205971749E2,-3.671800494E-1,4.268526435E-1,2.826779187E-1
4.206071099E2,-3.868530989E-1,2.823159695E-1,2.463223040E-1
4.206170449E2,-4.013684392E-1,9.453021735E-2,2.221503407E-1
4.206269799E2,-4.172390103E-1,-9.473025799E-2,2.045481801E-1
4.206369149E2,-4.257720411E-1,-2.423013598E-1,1.836625487E-1
4.206468499E2,-4.229903519E-1,-3.554177880E-1,1.637335867E-1
4.206567849E2,-4.265473187E-1,-4.334437251E-1,1.328727603E-1
4.206667199E2,-4.467332661E-1,-4.605744183E-1,1.191297770E-1
4.206766559E2,-4.660009742E-1,-4.526974857E-1,1.407564431E-1
4.206865909E2,-4.866428673E-1,-4.004689157E-1,1.559106261E-1
4.206965262E2,-5.109080076E-1,-3.665382266E-1,1.637609899E-1
4.207064612E2,-5.219529271E-1,-3.440169394E-1,1.589531898E-1
4.207163962E2,-5.309031606E-1,-3.373667598E-1,1.366548687E-1
4.207263312E2,-5.211967826E-1,-3.316039443E-1,1.198998541E-1
4.207362662E2,-5.051590204E-1,-2.914282680E-1,9.030931443E-2
4.207462012E2,-4.734080136E-1,-2.411717623E-1,5.044445768E-2
4.207561362E2,-4.400820136E-1,-2.062215954E-1,1.478940807E-2
4.207660722E2,-4.227405787E-1,-1.705408394E-1,-4.277494270E-3
4.207760072E2,-3.965635598E-1,-1.615003645E-1,-3.469387442E-2
4.207859422E2,-3.782942891E-1,-1.314774752E-1,-3.918369859E-2
4.207958772E2,-3.499374390E-1,-1.056158841E-1,-4.589718580E-2
4.208058122E2,-3.227561712E-1,-8.445972949E-2,-3.824725747E-2
4.208157472E2,-3.059595823E-1,-8.023922890E-2,-3.386289999E-2
4.208256822E2,-2.859315276E-1,-8.061446995E-2,-4.562129080E-2
4.208356172E2,-2.774839997E-1,-7.968410105E-2,-6.699485332E-2
4.208455532E2,-2.590906024E-1,-7.435405254E-2,-8.746524155E-2
4.208554882E2,-2.441586405E-1,-3.715826198E-2,-1.183403581E-1
4.208654232E2,-2.260206491E-1,5.318092182E-3,-1.592917889E-1
4.208753582E2,-2.023978084E-1,1.854051463E-2,-1.971608102E-1
4.208852932E2,-1.894069165E-1,-1.004106365E-2,-2.231652439E-1
4.208952282E2,-1.711629331E-1,-9.575013816E-2,-2.316215634E-1
4.209051632E2,-1.565174013E-1,-2.245605886E-1,-2.304170132E-1
4.209150982E2,-1.559349298E-1,-3.452361822E-1,-2.204874456E-1
4.209250332E2,-1.510197967E-1,-4.786714613E-1,-2.457760125E-1
4.209349692E2,-1.410756409E-1,-6.373786926E-1,-2.974229455E-1
4.209449042E2,-1.432879269E-1,-7.645499706E-1,-3.329034448E-1
4.209548392E2,-1.396305114E-1,-8.479987383E-1,-3.493880928E-1
4.209647742E2,-1.329403818E-1,-8.788959384E-1,-3.407043219E-1
4.209747092E2,-1.271541715E-1,-8.712079525E-1,-3.235034049E-1
4.209846442E2,-1.203247532E-1,-8.490933180E-1,-3.230386972E-1
4.209945792E2,-1.158264503E-1,-8.032882214E-1,-3.168657422E-1
4.210045142E2,-8.409196138E-2,-7.302749753E-1,-3.129378557E-1
4.210144502E2,-2.588773891E-2,-5.958111882E-1,-3.231726885E-1
4.210243852E2,4.780858755E-2,-4.318848550E-1,-3.263836503E-1
4.210343202E2,1.252639443E-1,-2.620302141E-1,-3.036717474E-1
4.210442552E2,2.016924024E-1,-8.804911375E-2,-2.919953763E-1
4.210541902E2,2.667084634E-1,4.148700088E-2,-2.927882671E-1
4.210641252E2,3.137540221E-1,1.020640582E-1,-2.812556922E-1
4.210740602E2,3.522741795E-1,1.103921458E-1,-2.663547993E-1
4.210839952E2,3.881666660E-1,1.013847962E-1,-2.747125924E-1
4.210939302E2,4.165592194E-1,5.913266540E-2,-2.873919606E-1
4.211038662E2,4.311722517E-1,-1.558644231E-3,-2.865538597E-1
4.211138012E2,4.363185167E-1,-3.650242090E-2,-2.771923840E-1
4.211237362E2,4.445934892E-1,-5.958004296E-2,-2.595958114E-1
4.211336712E2,4.452276528E-1,-6.294105947E-2,-2.395517826E-1
4.211436062E2,4.555311501E-1,-3.265958652E-2,-2.242282182E-1
4.211535412E2,4.730934501E-1,1.452858932E-2,-1.784233004E-1
4.211634762E2,4.621121585E-1,8.917086571E-2,-1.859576553E-1
4.211734112E2,4.654774964E-1,1.295926571E-1,-1.765074730E-1
4.211833462E2,4.799762666E-1,1.582461298E-1,-7.431905717E-2
4.211932822E2,4.787946343E-1,3.019119501E-1,2.481740713E-2
4.212032172E2,4.904265106E-1,6.487047672E-1,1.630088314E-2
4.212131522E2,5.385352373E-1,1.069049954E0,-7.529975474E-2
4.212230872E2,5.707794428E-1,1.452874780E0,-9.504842013E-2
4.212330222E2,5.823464990E-1,1.577214479E0,-9.761244804E-2
4.212429572E2,5.689947605E-1,1.354672551E0,-1.448151171E-1
4.212528922E2,5.011228919E-1,9.458482862E-1,-2.090670466E-1
4.212628272E2,4.114268124E-1,5.622209907E-1,-2.394292057E-1
4.212727632E2,3.244721293E-1,2.975302637E-1,-2.424401045E-1
4.212826982E2,2.361662239E-1,1.870655417E-1,-2.502439618E-1
4.212926332E2,1.834366620E-1,1.940849721E-1,-2.313565910E-1
4.213025682E2,1.660017371E-1,3.009414077E-1,-1.807956696E-1
4.213125032E2,1.767125130E-1,4.784021378E-1,-1.099389046E-1
4.213224382E2,2.052458972E-1,6.435889602E-1,-2.755934000E-2
4.213323732E2,2.145328969E-1,7.807370424E-1,4.760133103E-2
4.213423082E2,2.117786556E-1,8.751918674E-1,9.511744976E-2
4.213522432E2,1.912717521E-1,9.412627816E-1,1.332843751E-1
4.213621792E2,1.765663177E-1,9.747930169E-1,1.533454359E-1
4.213721142E2,1.732738465E-1,9.401767254E-1,1.621591747E-1
4.213820492E2,1.868857890E-1,8.257510662E-1,1.522634029E-1
4.213919842E2,2.217910737E-1,6.573434472E-1,1.374462843E-1
4.214019192E2,2.599475384E-1,4.401003122E-1,1.289228350E-1
4.214118542E2,3.063532710E-1,2.059402168E-1,1.095267609E-1
4.214217892E2,3.533127904E-1,-9.267963469E-3,8.274521679E-2
4.214317242E2,3.903079033E-1,-1.925824285E-1,5.165083706E-2
4.214416592E2,4.156548083E-1,-3.232554793E-1,3.675550967E-2
4.214515952E2,4.343166351E-1,-3.922546804E-1,3.591060638E-2
4.214615302E2,4.495893717E-1,-4.087753594E-1,3.189083189E-2
4.214714652E2,4.614521265E-1,-3.847483397E-1,3.565691039E-2
4.214814002E2,4.707167149E-1,-3.536559343E-1,4.983158782E-2
4.214913352E2,4.606065154E-1,-3.005247116E-1,6.359505653E-2
4.215012702E2,4.360958338E-1,-2.288635522E-1,7.194832712E-2
4.215112052E2,3.959111273E-1,-1.099861413E-1,6.575804949E-2
4.215211402E2,3.345444500E-1,6.945533678E-3,5.427183583E-2
4.215310752E2,2.874457240E-1,2.946769819E-2,4.516410083E-2
4.215410112E2,2.304599434E-1,1.318459958E-2,4.789517075E-2
4.215509462E2,1.761170477E-1,2.795927040E-2,5.673507601E-2
4.215608812E2,1.339259148E-1,4.790687561E-2,6.798693538E-2
4.215708162E2,1.138262600E-1,5.639717728E-2,8.872613311E-2
4.215807512E2,9.100084007E-2,6.291846186E-2,1.064896807E-1
4.215906862E2,5.809637159E-2,1.107779071E-1,1.343370527E-1
4.216006212E2,4.270516336E-2,1.865469664E-1,1.558367461E-1
4.216105562E2,6.951733679E-2,3.003785014E-1,1.726660430E-1
4.216204922E2,7.572089881E-2,3.239000738E-1,1.760264188E-1
4.216304272E2,1.069320925E-2,2.624976635E-1,1.663450003E-1
4.216403622E2,-4.931792617E-2,2.432248741E-1,1.605148017E-1
4.216502972E2,-8.776918054E-2,2.754909694E-1,1.594575197E-1
4.216602322E2,-1.021369323E-1,3.330757022E-1,1.580889225E-1
4.216701672E2,-1.187124923E-1,3.671325147E-1,1.643873155E-1
4.216801022E2,-1.371727288E-1,3.833202720E-1,1.681450307E-1
4.216900372E2,-1.591773331E-1,3.904816210E-1,1.626481414E-1
4.216999718E2,-1.729458869E-1,4.049854577E-1,1.576270163E-1
4.217099078E2,-1.846862435E-1,4.022954106E-1,1.453779191E-1
4.217198427E2,-2.120584697E-1,3.753184080E-1,1.219325215E-1
4.217297777E2,-2.324214429E-1,3.382252157E-1,1.032408401E-1
4.217397127E2,-2.395065129E-1,2.956812084E-1,8.408099413E-2
4.217496477E2,-2.436784059E-1,2.659617662E-1,5.788985640E-2
4.217595828E2,-2.585548460E-1,2.361756265E-1,3.932229802E-2
4.217695178E2,-2.802595794E-1,2.221773416E-1,3.549547493E-2
4.217794527E2,-2.972220480E-1,2.172395736E-1,7.163403928E-2
4.217893877E2,-3.155816197E-1,2.196717262E-1,1.423746645E-1
4.217993237E2,-3.325406313E-1,2.596987784E-1,2.192569375E-1
4.218092587E2,-3.482370675E-1,2.983828485E-1,2.768240571E-1
4.218191938E2,-3.680115640E-1,2.814760208E-1,3.095407188E-1
4.218291288E2,-4.097227454E-1,2.061070055E-1,3.471220732E-1
4.218390637E2,-4.533067048E-1,1.529718786E-1,3.845829070E-1
4.218489987E2,-4.606855810E-1,1.510115415E-1,4.454631209E-1
4.218589337E2,-4.412665963E-1,2.227664143E-1,5.492576957E-1
4.218688687E2,-4.165023565E-1,3.245577216E-1,6.667374372E-1
4.218788047E2,-4.100849032E-1,4.538507164E-1,7.637625337E-1
4.218887398E2,-4.148810208E-1,6.264923811E-1,8.276814818E-1
4.218986748E2,-4.073416293E-1,8.183893561E-1,9.095084071E-1
4.219086097E2,-3.611621261E-1,9.099787474E-1,1.009011745E0
4.219185447E2,-3.272430301E-1,7.561191320E-1,1.025744557E0
4.219284797E2,-2.774286270E-1,1.173908636E-1,9.591057301E-1
4.219384148E2,-1.947324276E-1,-9.021638632E-1,7.329894900E-1
4.219483498E2,-4.646915197E-2,-1.581386566E0,3.774364591E-1
4.219582847E2,-1.743679941E-1,-1.272933722E0,6.272750348E-2
4.219682207E2,-3.338561952E-1,-1.010528922E0,-7.634335011E-2
4.219781557E2,-4.328703880E-1,-1.084380031E0,6.771780550E-3
4.219880907E2,-5.272390246E-1,-8.357779384E-1,1.655703187E-1
4.219980257E2,-5.111426115E-1,-3.829841018E-1,2.913402021E-1
4.220079608E2,-4.329668581E-1,-4.174679518E-2,2.812406421E-1
4.220178958E2,-3.837247491E-1,8.189152181E-2,2.228356749E-1
4.220278307E2,-3.856656253E-1,-1.058314461E-3,1.871019751E-1
4.220377657E2,-4.445965886E-1,-1.784061939E-1,1.085941195E-1
4.220477007E2,-4.998912215E-1,-4.156420529E-1,1.800218225E-2
4.220576367E2,-5.229831934E-1,-6.434296370E-1,-6.871646643E-2
4.220675718E2,-5.352548361E-1,-7.403738499E-1,-1.177990958E-1
4.220775068E2,-5.256475210E-1,-7.437659502E-1,-1.394588649E-1
4.220874417E2,-5.161573291E-1,-6.643698812E-1,-1.236626506E-1
4.220973767E2,-5.070911050E-1,-5.434836745E-1,-8.617919683E-2
4.221073117E2,-4.859555066E-1,-3.838734925E-1,-4.862009734E-2
4.221172467E2,-4.602775574E-1,-2.798765004E-1,-2.770096622E-2
4.221271818E2,-4.316391647E-1,-2.401262671E-1,-2.373451740E-2
4.221371168E2,-4.100382924E-1,-2.802590430E-1,-3.672195226E-2
4.221470527E2,-4.047469199E-1,-3.337741792E-1,-8.377189189E-2
4.221569877E2,-3.957105279E-1,-3.863220811E-1,-1.321319640E-1
4.221669227E2,-3.694740832E-1,-4.126589298E-1,-1.843968779E-1
4.221768577E2,-3.361323774E-1,-4.258263707E-1,-2.314362824E-1
4.221867928E2,-3.145951033E-1,-4.523255825E-1,-2.643977702E-1
4.221967278E2,-3.011213839E-1,-4.826243520E-1,-2.812390625E-1
4.222066627E2,-2.894482613E-1,-5.108198524E-1,-2.977627218E-1
4.222165977E2,-2.870554328E-1,-5.399186015E-1,-3.102899790E-1
4.222265337E2,-3.079138994E-1,-5.532380939E-1,-3.192147017E-1
4.222364687E2,-3.237870932E-1,-5.673823953E-1,-3.185715377E-1
4.222464038E2,-3.337552845E-1,-5.702644587E-1,-3.086468279E-1
4.222563388E2,-3.378190100E-1,-5.833728313E-1,-2.983619869E-1
4.222662737E2,-3.447912335E-1,-5.823938251E-1,-2.862983048E-1
4.222762087E2,-3.395735621E-1,-5.764872432E-1,-2.720424235E-1
4.222861437E2,-3.223763704E-1,-5.473595262E-1,-2.510066926E-1
4.222960787E2,-2.961367667E-1,-5.140971541E-1,-2.536426783E-1
4.223060138E2,-2.595598698E-1,-4.577035308E-1,-2.505188882E-1
4.223159498E2,-2.268099189E-1,-3.826186359E-1,-2.474437356E-1
4.223258847E2,-1.861349344E-1,-2.925892174E-1,-2.310902178E-1
4.223358197E2,-1.439845562E-1,-2.278973162E-1,-2.303802073E-1
4.223457547E2,-8.667809516E-2,-2.183741033E-1,-2.450164855E-1
4.223556897E2,-5.082608759E-2,-2.689347267E-1,-2.555029690E-1
4.223656248E2,-3.823969886E-2,-3.469213247E-1,-2.675978541E-1
4.223755598E2,-4.115852341E-2,-3.948294818E-1,-2.884583771E-1
4.223854947E2,-2.577483095E-2,-3.754188716E-1,-3.227953911E-1
4.223954297E2,3.013143316E-3,-3.029206991E-1,-3.567450941E-1
4.224053657E2,4.118533805E-2,-2.025091797E-1,-3.824470043E-1
4.224153007E2,8.940506727E-2,-1.231613681E-1,-4.208098352E-1
4.224252358E2,1.488002390E-1,-5.781231076E-2,-4.663636386E-1
4.224351708E2,2.033556253E-1,-2.884271368E-2,-4.899102449E-1
4.224451057E2,2.295957059E-1,-2.550472319E-2,-4.937834740E-1
4.224550407E2,2.527060807E-1,-3.664525971E-2,-5.020440817E-1
4.224649757E2,2.788993418E-1,-4.050593451E-2,-5.079659820E-1
4.224749107E2,3.175964057E-1,-4.493743181E-2,-5.007890463E-1
4.224848467E2,3.615638316E-1,-3.620284796E-2,-4.749549925E-1
4.224947818E2,4.057115912E-1,-2.971671708E-2,-4.486986101E-1
4.225047168E2,4.441465735E-1,2.256281115E-2,-4.404191077E-1
4.225146517E2,4.927228987E-1,1.055112258E-1,-4.512853324E-1
4.225245867E2,5.468394160E-1,1.638891399E-1,-4.265346229E-1
4.225345217E2,5.828991532E-1,1.763585955E-1,-3.470901549E-1
4.225444568E2,5.913529396E-1,1.830134988E-1,-2.243177146E-1
4.225543918E2,5.858772397E-1,2.852687836E-1,-8.230198175E-2
4.225643267E2,5.796602368E-1,5.315487981E-1,1.008357015E-2
4.225742627E2,5.940237045E-1,8.188077211E-1,4.951646179E-2
4.225841977E2,5.703185797E-1,1.075691938E0,5.135640129E-2
4.225941327E2,4.892591536E-1,1.123946786E0,4.719172139E-4
4.226040677E2,3.779812455E-1,8.285944462E-1,-1.549302042E-1
4.226140028E2,2.551956773E-1,3.138134480E-1,-2.993089855E-1
4.226239378E2,1.151157320E-1,-9.591331333E-2,-3.768388033E-1
4.226338727E2,3.497375548E-2,-2.478242815E-1,-4.900271595E-1
4.226438077E2,-3.958248347E-2,-1.707432121E-1,-5.950407982E-1
4.226537427E2,-8.187241852E-2,-5.889736488E-2,-6.243212223E-1
4.226636787E2,-8.305519819E-2,8.321098238E-2,-6.345004439E-1
4.226736138E2,-4.121933132E-2,2.047336847E-1,-6.189939380E-1
4.226835488E2,9.979747236E-3,2.739684284E-1,-5.822735429E-1
4.226934837E2,6.014518067E-2,3.178618550E-1,-5.222757459E-1
4.227034195E2,9.252753109E-2,3.533443213E-1,-4.377746582E-1
4.227133545E2,1.179932132E-1,3.788853884E-1,-3.357950449E-1
4.227232895E2,1.367440373E-1,4.055459499E-1,-2.265604734E-1
4.227332245E2,1.709978729E-1,4.596366286E-1,-1.448746622E-1
4.227431605E2,2.504826188E-1,5.451057553E-1,-9.811364859E-2
4.227530955E2,3.558809459E-1,6.388881803E-1,-6.172634289E-2
4.227630305E2,4.303580821E-1,6.637000442E-1,-5.958825350E-2
4.227729655E2,4.751753509E-1,5.619587898E-1,-8.109620959E-2
4.227829005E2,4.938947558E-1,4.182696939E-1,-1.373438090E-1
4.227928355E2,5.110220909E-1,2.741255760E-1,-1.725499928E-1
4.228027705E2,5.298617482E-1,1.384697556E-1,-1.884660572E-1
4.228127055E2,5.500128269E-1,-6.266658660E-3,-1.993471980E-1
4.228226405E2,5.571584105E-1,-1.187502965E-1,-2.001164705E-1
4.228325765E2,5.590820312E-1,-2.087659389E-1,-1.822658479E-1
4.228425115E2,5.485087633E-1,-2.744824290E-1,-1.614989191E-1
4.228524465E2,5.477835536E-1,-3.213537931E-1,-1.241443530E-1
4.228623815E2,5.443857908E-1,-3.368755281E-1,-7.472439110E-2
4.228723165E2,5.392538905E-1,-3.216750026E-1,-3.824201599E-2
4.228822515E2,5.253775120E-1,-2.866809964E-1,-1.844207197E-2
4.228921865E2,4.950004220E-1,-2.284230143E-1,5.709070247E-3
4.229021215E2,4.742400050E-1,-1.686083525E-1,2.383609675E-2
4.229120565E2,4.604472220E-1,-1.171984300E-1,2.539138310E-2
4.229219925E2,4.323051274E-1,-9.849518538E-2,2.022009343E-2
4.229319275E2,3.749816418E-1,-7.123852521E-2,-4.747041035E-3
4.229418625E2,3.437909782E-1,-1.124258190E-1,-3.630448133E-3
4.229517975E2,3.018688262E-1,-1.367676407E-1,1.160922460E-2
4.229617325E2,2.883183360E-1,-1.494351625E-1,1.511634979E-2
4.229716675E2,3.000884354E-1,-1.228410974E-1,2.263668459E-3
4.229816025E2,3.360762894E-1,-8.357297629E-2,3.370189294E-2
4.229915375E2,3.069024384E-1,-7.378932089E-2,4.099256173E-2
4.230014735E2,2.624703050E-1,-7.740972936E-2,4.521608725E-2
4.230114085E2,2.300372571E-1,-5.383836105E-2,6.401320547E-2
4.230213435E2,2.218917012E-1,2.327306196E-2,6.559130549E-2
4.230312785E2,2.370091379E-1,1.135539562E-1,6.197339669E-2
4.230412135E2,2.408483624E-1,2.064922899E-1,5.292700231E-2
4.230511485E2,2.378192842E-1,2.447520643E-1,3.984449059E-2
4.230610835E2,2.157107741E-1,2.474533916E-1,2.552806213E-2
4.230710185E2,1.790883094E-1,2.337770015E-1,1.176404767E-2
4.230809535E2,1.335466504E-1,2.212668657E-1,5.997991189E-3
4.230908895E2,8.972993493E-2,2.078309506E-1,-1.496348344E-2
4.231008245E2,5.223612487E-2,1.869488209E-1,-2.281586826E-2
4.231107595E2,1.322507579E-2,1.521301270E-1,-4.092669487E-2
4.231206945E2,-2.203571238E-2,1.101837680E-1,-5.692033097E-2
4.231306295E2,-4.393808544E-2,9.281010926E-2,-8.461001515E-2
4.231405645E2,-5.905876681E-2,7.449832559E-2,-9.595190734E-2
4.231504995E2,-8.078882098E-2,6.827025861E-2,-9.902812541E-2
4.231604345E2,-1.094188616E-1,3.438116610E-2,-1.021652520E-1
4.231703695E2,-1.343987733E-1,-2.092869207E-2,-9.434168786E-2
4.231803055E2,-1.703442931E-1,-5.661439151E-2,-8.028854430E-2
4.231902405E2,-2.044335455E-1,-9.402621537E-2,-6.306934357E-2
4.232001755E2,-2.413097620E-1,-1.321798861E-1,-1.434403285E-2
4.232101105E2,-2.945325077E-1,-1.574197263E-1,5.108824000E-2
4.232200455E2,-3.625363111E-1,-1.251300871E-1,1.216202825E-1
4.232299805E2,-4.100338221E-1,-5.599708855E-2,2.098489404E-1
4.232399155E2,-4.485687613E-1,4.842063412E-2,2.986618280E-1
4.232498505E2,-4.695885479E-1,1.186263561E-1,3.754625916E-1
4.232597855E2,-4.561501741E-1,9.117771685E-2,4.732374549E-1
4.232697215E2,-4.156831503E-1,6.298488006E-5,6.086413860E-1
4.232796565E2,-3.502269089E-1,-2.199105471E-1,7.619037032E-1
4.232895915E2,-3.185049295E-1,-6.945633292E-1,8.211236596E-1
4.232995265E2,-3.556200564E-1,-1.195168853E0,7.580364347E-1
4.233094615E2,-3.665222228E-1,-1.483529449E0,5.715951920E-1
4.233193965E2,-2.924131751E-1,-1.476476073E0,3.652121425E-1
4.233293315E2,-1.896103621E-1,-1.220400810E0,2.533058226E-1
4.233392665E2,-1.104487479E-1,-6.169326305E-1,1.802009791E-1
4.233492025E2,-3.955592960E-2,4.579788819E-2,1.530463248E-1
4.233591375E2,-1.718132198E-2,4.800080359E-1,1.500838846E-1
4.233690725E2,-8.182130009E-2,6.202964187E-1,1.493778825E-1
4.233790075E2,-1.928045601E-1,5.694538355E-1,1.869880408E-1
4.233889425E2,-2.910791934E-1,4.535583854E-1,1.965794116E-1
4.233988775E2,-3.584389687E-1,3.244494200E-1,2.016403526E-1
4.234088125E2,-3.819640279E-1,1.843812615E-1,2.075355351E-1
4.234187475E2,-4.052488804E-1,3.302536905E-2,1.935014725E-1
4.234286825E2,-4.425296783E-1,-1.392183006E-1,1.886926144E-1
4.234386185E2,-4.673637450E-1,-2.529910803E-1,1.942027211E-1
4.234485535E2,-4.626550078E-1,-2.907488346E-1,2.088913918E-1
4.234584885E2,-4.629668295E-1,-3.135270774E-1,2.325018048E-1
4.234684235E2,-4.849408269E-1,-3.434247971E-1,2.452032119E-1
4.234783585E2,-5.024881363E-1,-3.978624344E-1,2.590233088E-1
4.234882935E2,-5.255550742E-1,-4.199101925E-1,2.643043697E-1
4.234982285E2,-5.300552845E-1,-4.053512514E-1,2.581253350E-1
4.235081635E2,-5.182955861E-1,-3.574444652E-1,2.478886694E-1
4.235180985E2,-4.963180423E-1,-2.637856901E-1,2.282081693E-1
4.235280345E2,-4.567370713E-1,-1.736576557E-1,2.116342634E-1
4.235379695E2,-4.112580717E-1,-8.279325068E-2,1.888009012E-1
4.235479045E2,-3.588744998E-1,6.952614523E-3,1.726541519E-1
4.235578395E2,-2.945053875E-1,4.114169627E-2,1.459925622E-1
4.235677745E2,-2.453921586E-1,2.349026501E-2,1.094702259E-1
4.235777095E2,-2.226609737E-1,-1.087597944E-2,7.436198741E-2
4.235876445E2,-1.997436732E-1,-7.009056956E-2,3.070744872E-2
4.235975795E2,-1.758849323E-1,-1.237856150E-1,-2.009970881E-2
4.236075155E2,-1.616681814E-1,-1.795274317E-1,-6.843101978E-2
4.236174505E2,-1.550028175E-1,-2.492795885E-1,-1.205922514E-1
4.236273855E2,-1.545572728E-1,-3.338184357E-1,-1.600278020E-1
4.236373205E2,-1.631113142E-1,-4.092912674E-1,-1.947846115E-1
4.236472555E2,-1.760106087E-1,-4.869013727E-1,-2.439417690E-1
4.236571905E2,-1.989106834E-1,-5.879357457E-1,-2.935252488E-1
4.236671255E2,-2.365603149E-1,-7.075345516E-1,-3.124528527E-1
4.236770605E2,-2.802864015E-1,-8.139276505E-1,-3.560882807E-1
4.236869955E2,-3.008345664E-1,-9.240655899E-1,-4.070443809E-1
4.236969310E2,-3.180716932E-1,-1.010831118E0,-4.413678944E-1
4.237068660E2,-3.220320940E-1,-1.047353506E0,-4.803640246E-1
4.237168010E2,-3.216905892E-1,-1.030330420E0,-5.144612193E-1
4.237267360E2,-3.041587174E-1,-9.874893427E-1,-5.074211359E-1
4.237366710E2,-2.608379126E-1,-9.226519465E-1,-4.881520867E-1
4.237466060E2,-2.061605304E-1,-8.609089851E-1,-4.531826675E-1
4.237565410E2,-1.395602673E-1,-7.101330161E-1,-4.187361300E-1
4.237664760E2,-6.152512506E-2,-4.973962903E-1,-3.986974359E-1
4.237764120E2,2.928997204E-2,-2.767113745E-1,-3.863681853E-1
4.237863470E2,1.194672734E-1,-9.347631782E-2,-3.469707072E-1
4.237962820E2,2.101777792E-1,9.390562773E-4,-2.881162167E-1
4.238062170E2,2.902752757E-1,3.196701407E-2,-1.942600310E-1
4.238161520E2,3.504717946E-1,6.474591792E-2,-9.782484174E-2
4.238260870E2,4.058461189E-1,1.179854423E-1,-3.177391738E-2
4.238360220E2,4.200929403E-1,2.193491310E-1,2.205685154E-2
4.238459570E2,4.045936167E-1,2.537430525E-1,2.756080776E-2
4.238558920E2,3.181425929E-1,2.344332337E-1,-2.061628550E-2
4.238658280E2,2.180357128E-1,2.272735983E-1,-9.399516135E-2
4.238757630E2,1.634313762E-1,2.587368488E-1,-1.894305944E-1
4.238856980E2,1.421559155E-1,3.317514062E-1,-2.630504668E-1
4.238956330E2,1.766280383E-1,3.664595783E-1,-2.907575071E-1
4.239055680E2,2.170524299E-1,3.944856226E-1,-3.003893793E-1
4.239155030E2,2.764921188E-1,4.791972637E-1,-2.915914655E-1
4.239254380E2,3.261126876E-1,5.530571342E-1,-1.744586974E-1
4.239353730E2,3.196938932E-1,6.038863063E-1,1.920760609E-2
4.239453090E2,2.951544523E-1,7.412188649E-1,2.398307920E-1
4.239552440E2,3.026459515E-1,1.108133912E0,4.439477623E-1
4.239651790E2,3.784539104E-1,1.593050599E0,4.952407777E-1
4.239751140E2,3.909276128E-1,2.039403439E0,4.034406543E-1
4.239850490E2,3.631418049E-1,2.407074690E0,2.936848700E-1
4.239949840E2,3.729200065E-1,2.560609579E0,1.682969779E-1
4.240049190E2,3.792442083E-1,2.371184349E0,1.308288705E-2
