"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.817690246E1,-2.950064838E-1,-2.471238822E-1,-2.896278799E-1
9.818683746E1,-2.392833233E-1,-2.633249462E-1,-3.041048348E-1
9.819677346E1,-1.914407462E-1,-2.914990783E-1,-3.272107840E-1
9.820670846E1,-1.469691545E-1,-3.332680762E-1,-3.513467610E-1
9.821664446E1,-1.015996933E-1,-3.648289442E-1,-3.762377501E-1
9.822657946E1,-6.150234118E-2,-3.917207420E-1,-3.933264613E-1
9.823651546E1,-2.145065740E-2,-4.071497321E-1,-4.101634920E-1
9.824645046E1,9.963288903E-4,-4.108637869E-1,-4.323827624E-1
9.825638646E1,1.755789854E-2,-4.148871601E-1,-4.570720792E-1
9.826632146E1,2.299367636E-2,-4.128530324E-1,-4.869367480E-1
9.827625746E1,2.477240190E-2,-4.005678892E-1,-5.109688640E-1
9.828619246E1,2.419609390E-2,-3.856379390E-1,-5.207112432E-1
9.829612846E1,2.386860922E-2,-3.606615663E-1,-5.140140057E-1
9.830606346E1,2.490377799E-2,-3.207948208E-1,-4.955396652E-1
9.831599946E1,4.491456598E-2,-2.754787505E-1,-4.614835680E-1
9.832593446E1,6.502302736E-2,-2.211382687E-1,-4.217973948E-1
9.833587046E1,9.430062026E-2,-1.748922020E-1,-3.665818274E-1
9.834580546E1,1.266702861E-1,-1.269449145E-1,-3.065491319E-1
9.835574146E1,1.709370911E-1,-6.726560742E-2,-2.423858345E-1
9.836567646E1,2.173477262E-1,-2.458179370E-2,-1.825440675E-1
9.837561271E1,2.586626709E-1,2.110313624E-2,-1.244179234E-1
9.838554871E1,3.056357801E-1,6.967999041E-2,-6.724944711E-2
9.839548371E1,3.592922091E-1,1.120243296E-1,-1.570586488E-2
9.840541971E1,4.068916738E-1,1.580767632E-1,2.772230282E-2
9.841535471E1,4.698995948E-1,1.685878336E-1,8.009637892E-2
9.842529071E1,5.315772891E-1,1.263200045E-1,1.250992715E-1
9.843522571E1,5.633234978E-1,5.586857721E-2,1.612729579E-1
9.844516171E1,5.729327202E-1,-4.562262818E-2,1.823215187E-1
9.845509671E1,5.517045856E-1,-1.451874524E-1,1.750526130E-1
9.846503271E1,5.192342997E-1,-1.957779229E-1,1.709138006E-1
9.847496771E1,5.034362078E-1,-1.746517569E-1,2.051575929E-1
9.848490371E1,4.671019018E-1,-1.091845930E-1,2.980771661E-1
9.849483871E1,3.521601856E-1,4.793023318E-2,4.219973385E-1
9.850477471E1,1.614280641E-1,2.909226418E-1,4.990790784E-1
9.851470971E1,-2.405635640E-2,4.620482028E-1,4.607723653E-1
9.852464571E1,-1.560202539E-1,6.631371379E-1,2.781932354E-1
9.853458071E1,-1.892079115E-1,8.874800801E-1,3.424922004E-2
9.854451671E1,-1.586571932E-1,9.901033640E-1,-1.768206805E-1
9.855445171E1,-9.925942123E-2,8.857829571E-1,-2.915177643E-1
9.856438771E1,-6.385141052E-3,5.566668510E-1,-3.316177726E-1
9.857432271E1,6.204681098E-2,1.449979395E-1,-3.264485300E-1
9.858425871E1,1.054648608E-1,-2.090538740E-1,-2.951470613E-1
9.859419371E1,1.559380144E-1,-4.041053951E-1,-2.589443028E-1
9.860412971E1,2.059623003E-1,-4.459393919E-1,-2.130780369E-1
9.861406471E1,2.128670216E-1,-3.219623566E-1,-1.388364136E-1
9.862400071E1,1.638153195E-1,-5.637167022E-2,-6.311928481E-2
9.863393571E1,7.766813040E-2,2.633711100E-1,1.620446704E-2
9.864387171E1,-7.904823869E-3,5.967890620E-1,1.085999161E-1
9.865380671E1,-5.148759484E-2,9.092246890E-1,1.952655464E-1
9.866374271E1,-6.625588983E-2,1.166524410E0,2.614307404E-1
9.867367771E1,-6.549873948E-2,1.317131877E0,3.175416887E-1
9.868361371E1,-4.850510880E-2,1.348968148E0,3.499896228E-1
9.869354971E1,-2.134619281E-2,1.307046771E0,3.581620753E-1
9.870348471E1,1.763982140E-2,1.228938937E0,3.505776525E-1
9.871342071E1,5.427137017E-2,1.116942286E0,3.199915886E-1
9.872335571E1,9.392903000E-2,1.018696904E0,2.816447318E-1
9.873329171E1,1.374258697E-1,9.095969796E-1,2.268626541E-1
9.874322671E1,1.791538894E-1,7.811052799E-1,1.719956845E-1
9.875316271E1,2.101929635E-1,6.288962960E-1,1.257843822E-1
9.876309771E1,2.353577167E-1,4.964647591E-1,1.059664711E-1
9.877303371E1,2.547481358E-1,4.041709006E-1,1.027157530E-1
9.878296871E1,2.724011838E-1,3.423961997E-1,1.186611652E-1
9.879290471E1,2.778747976E-1,3.052439094E-1,1.423481852E-1
9.880283971E1,2.679915428E-1,2.965013087E-1,1.629282981E-1
9.881277571E1,2.400973886E-1,3.002463281E-1,1.777848303E-1
9.882271071E1,1.896621734E-1,3.014854789E-1,1.760758758E-1
9.883264671E1,1.464066207E-1,2.976143658E-1,1.593675762E-1
9.884258171E1,1.205140352E-1,2.869260609E-1,1.358270943E-1
9.885251771E1,9.856545925E-2,3.151124418E-1,1.123222858E-1
9.886245271E1,7.988684624E-2,3.538947403E-1,9.034561366E-2
9.887238871E1,5.825805292E-2,3.755965531E-1,5.907651410E-2
9.888232371E1,3.203470260E-2,4.039807916E-1,2.510496415E-2
9.889225971E1,4.438770935E-3,4.425428212E-1,-1.102657523E-3
9.890219471E1,-2.080399916E-2,4.837496281E-1,-1.434549130E-2
9.891213071E1,-5.490764230E-2,5.067401528E-1,-1.820334606E-2
9.892206571E1,-8.236297220E-2,5.288941860E-1,-2.767221630E-2
9.893200171E1,-1.113768443E-1,5.532291532E-1,-3.796467558E-2
9.894193671E1,-1.362515688E-1,5.539194345E-1,-3.503626585E-2
9.895187271E1,-1.549524963E-1,5.389223695E-1,-3.923780471E-2
9.896180771E1,-1.615880132E-1,5.038988590E-1,-5.330302566E-2
9.897174371E1,-1.640436947E-1,4.539069235E-1,-5.949480459E-2
9.898167871E1,-1.623967886E-1,4.043524265E-1,-7.405457646E-2
9.899161471E1,-1.639516503E-1,3.451054692E-1,-1.032347605E-1
9.900154971E1,-1.762543917E-1,2.904880345E-1,-1.433683336E-1
9.901148571E1,-1.793177575E-1,2.371100634E-1,-1.778987646E-1
9.902142071E1,-1.866545081E-1,1.844652295E-1,-2.011548132E-1
9.903135671E1,-1.857647598E-1,1.258464903E-1,-1.899370998E-1
9.904129271E1,-1.880300343E-1,7.067804039E-2,-1.635113508E-1
9.905122771E1,-1.883816123E-1,2.974401042E-2,-1.359055936E-1
9.906116371E1,-1.879467070E-1,6.535626948E-3,-1.107062250E-1
9.907109871E1,-2.050803900E-1,-2.380958200E-2,-8.613745868E-2
9.908103471E1,-2.304448783E-1,-7.313772291E-2,-6.291709095E-2
9.909096971E1,-2.479263544E-1,-1.309667677E-1,-4.337502643E-2
9.910090571E1,-2.571550310E-1,-1.655369997E-1,-2.889009379E-2
9.911084071E1,-2.470304966E-1,-1.593863517E-1,-2.141278051E-2
9.912077671E1,-2.299750894E-1,-1.236192882E-1,-9.993411601E-3
9.913071171E1,-2.234828025E-1,-7.966476679E-2,4.392789677E-3
9.914064771E1,-2.272706181E-1,-3.011505306E-2,1.939437538E-2
9.915058271E1,-2.347248644E-1,2.770459093E-2,4.519200698E-2
9.916051871E1,-2.469612956E-1,9.785358608E-2,8.291701972E-2
9.917045371E1,-2.600944042E-1,1.811710596E-1,1.195426956E-1
9.918038971E1,-2.747652233E-1,2.786046863E-1,1.520404667E-1
9.919032471E1,-2.831196189E-1,3.824929595E-1,1.710920483E-1
9.920026071E1,-2.895279825E-1,4.698174894E-1,1.776173264E-1
9.921019571E1,-2.972475588E-1,5.263680220E-1,1.674406230E-1
9.922013171E1,-3.072381318E-1,5.973226428E-1,1.573885232E-1
9.923006671E1,-3.244668543E-1,6.677265763E-1,1.606715024E-1
9.924000271E1,-3.342710137E-1,7.232598662E-1,1.597785503E-1
9.924993771E1,-3.503764272E-1,7.251197696E-1,1.415182054E-1
9.925987371E1,-3.503812253E-1,6.030881405E-1,1.157278866E-1
9.926980871E1,-3.091574311E-1,3.135561049E-1,1.059410870E-1
9.927974471E1,-2.452674210E-1,1.054935157E-2,8.802866191E-2
9.928967971E1,-1.908587962E-1,-1.544370949E-1,5.956846848E-2
9.929961571E1,-1.486460865E-1,-2.258465588E-1,4.057613760E-2
9.930955071E1,-1.459962726E-1,-3.088854253E-1,5.149984732E-2
9.931948671E1,-1.971396208E-1,-3.186168969E-1,8.158718050E-2
9.932942171E1,-2.385269850E-1,-2.980874479E-1,1.336410791E-1
9.933935771E1,-2.456216663E-1,-3.447052836E-1,1.923576593E-1
9.934929271E1,-2.627795637E-1,-3.570262492E-1,2.324952781E-1
9.935922871E1,-2.933398485E-1,-2.670915425E-1,2.809328735E-1
9.936916371E1,-3.118701279E-1,-1.205080003E-1,3.435829282E-1
9.937909896E1,-3.048814535E-1,-2.483686991E-2,3.665780127E-1
9.938903396E1,-2.736190259E-1,2.878325619E-2,3.666256666E-1
9.939896996E1,-2.465496063E-1,8.111330122E-2,3.577645123E-1
9.940890596E1,-2.230257392E-1,1.082385704E-1,3.212701976E-1
9.941884096E1,-2.101275325E-1,1.091879904E-1,2.665366530E-1
9.942877696E1,-2.034888119E-1,5.130029842E-2,1.930626333E-1
9.943871196E1,-2.064292133E-1,-6.539595872E-2,1.188067868E-1
9.944864796E1,-2.068542242E-1,-1.877864599E-1,6.015260145E-2
9.945858296E1,-1.954532266E-1,-2.954684496E-1,2.004193515E-2
9.946851896E1,-1.749418229E-1,-3.874620497E-1,-7.985956967E-3
9.947845396E1,-1.594291776E-1,-4.698219001E-1,-1.506463997E-2
9.948838996E1,-1.454601884E-1,-5.382778049E-1,-5.176538136E-3
9.949832496E1,-1.348450929E-1,-5.764789581E-1,1.487892866E-2
9.950826096E1,-1.224842668E-1,-6.065518260E-1,3.397657350E-2
9.951819596E1,-1.125842184E-1,-5.999136567E-1,5.197022110E-2
9.952813196E1,-1.066292599E-1,-5.694811344E-1,6.241193786E-2
9.953806696E1,-1.063304469E-1,-5.347255468E-1,6.957530975E-2
9.954800296E1,-1.144823283E-1,-5.069748759E-1,7.356854528E-2
9.955793796E1,-1.253802627E-1,-4.714956880E-1,6.633726507E-2
9.956787396E1,-1.434726715E-1,-4.402995110E-1,6.621509045E-2
9.957780896E1,-1.692515463E-1,-3.843947053E-1,5.520424992E-2
9.958774496E1,-1.574763805E-1,-3.427231908E-1,2.370865270E-2
9.959767996E1,-1.380398273E-1,-3.221255243E-1,1.391754206E-2
9.960761596E1,-1.563888192E-1,-3.301639855E-1,-2.082646638E-2
9.961755096E1,-1.827645004E-1,-3.623003662E-1,-4.844930395E-2
9.962748696E1,-1.995801330E-1,-3.677652180E-1,-6.569017470E-2
9.963742196E1,-2.097906917E-1,-3.545197248E-1,-8.592380583E-2
9.964735796E1,-2.093213797E-1,-3.536750078E-1,-1.103086248E-1
9.965729296E1,-2.210470140E-1,-3.699927330E-1,-1.345063746E-1
9.966722896E1,-2.357467860E-1,-4.109038711E-1,-1.583322436E-1
9.967716396E1,-2.313424647E-1,-4.532372057E-1,-1.781158000E-1
9.968709996E1,-2.147527486E-1,-4.647214115E-1,-1.944077611E-1
9.969703496E1,-1.874399036E-1,-4.552570879E-1,-2.005301118E-1
9.970697096E1,-1.480514556E-1,-4.281973243E-1,-2.125116140E-1
9.971690596E1,-1.139566079E-1,-4.177915454E-1,-2.208624929E-1
9.972684196E1,-8.416403085E-2,-4.124442041E-1,-2.200365216E-1
9.973677696E1,-6.771288067E-2,-3.933874071E-1,-2.262078673E-1
9.974671296E1,-4.271214455E-2,-3.846892118E-1,-2.269766182E-1
9.975664796E1,-1.896766573E-2,-3.888882101E-1,-2.258809954E-1
9.976658396E1,-1.132191997E-2,-3.757979572E-1,-2.327057421E-1
9.977651996E1,5.368378013E-3,-3.741153777E-1,-2.399018705E-1
9.978645496E1,1.876552589E-2,-3.638789356E-1,-2.470333129E-1
9.979639096E1,3.032231331E-2,-3.444604874E-1,-2.492322773E-1
9.980632596E1,4.853124917E-2,-2.878474891E-1,-2.510094345E-1
9.981626196E1,7.095613331E-2,-2.145871222E-1,-2.403474599E-1
9.982619696E1,1.040687263E-1,-1.506114900E-1,-2.283799350E-1
9.983613296E1,1.336969286E-1,-1.067833155E-1,-1.994044781E-1
9.984606796E1,1.569908261E-1,-9.009739012E-2,-1.642650813E-1
9.985600396E1,1.774391085E-1,-9.114801139E-2,-1.341870725E-1
9.986593896E1,1.998010576E-1,-1.112809554E-1,-1.140579879E-1
9.987587496E1,2.240451574E-1,-1.549392194E-1,-1.060642451E-1
9.988580996E1,2.352015674E-1,-1.956990659E-1,-9.246712178E-2
9.989574596E1,2.418107241E-1,-2.242481411E-1,-8.906067163E-2
9.990568096E1,2.480650842E-1,-2.245697528E-1,-8.352654427E-2
9.991561696E1,2.635092735E-1,-2.016748190E-1,-8.408474922E-2
9.992555196E1,2.777959704E-1,-1.563892663E-1,-8.490332216E-2
9.993548796E1,2.835156620E-1,-6.660583615E-2,-7.850188017E-2
9.994542296E1,2.813434005E-1,8.440324664E-2,-6.581172347E-2
9.995535896E1,2.709927559E-1,2.590440214E-1,-4.876429215E-2
9.996529396E1,2.494922727E-1,4.621047378E-1,-4.277883843E-2
9.997522996E1,2.076180577E-1,6.578928828E-1,-4.403425381E-2
9.998516496E1,1.640958935E-1,8.038239479E-1,-4.130075872E-2
9.999510096E1,1.471824348E-1,8.703292012E-1,-3.551690653E-2
1.000050360E2,1.252075732E-1,8.979248405E-1,-3.701744229E-2
1.000149720E2,7.724137604E-2,9.190099239E-1,-2.840797789E-2
1.000249070E2,2.417144924E-2,9.147085547E-1,-4.988504574E-3
1.000348430E2,-1.359110978E-2,9.288981557E-1,3.529154137E-2
1.000447780E2,-3.061238304E-2,1.031842351E0,1.146610454E-1
1.000547140E2,-2.891701460E-2,1.231847644E0,2.034697384E-1
1.000646490E2,-5.408159457E-3,1.503320932E0,3.214825392E-1
1.000745850E2,2.038934827E-2,1.788434982E0,4.284710288E-1
1.000845200E2,5.704744905E-2,2.016144514E0,4.632137418E-1
1.000944560E2,1.312809289E-1,2.054056883E0,3.873250782E-1
1.001043910E2,2.087352127E-1,1.822510123E0,2.592014074E-1
1.001143270E2,2.374675274E-1,1.422049046E0,1.695373207E-1
1.001242620E2,2.292473465E-1,9.241652489E-1,1.032132953E-1
1.001341980E2,2.259314507E-1,4.335462749E-1,1.830742694E-3
1.001441330E2,2.083934844E-1,2.301959321E-2,-1.270400882E-1
1.001540690E2,1.654058099E-1,-2.641999125E-1,-1.965206265E-1
1.001640040E2,1.279987246E-1,-4.086956084E-1,-2.228037715E-1
1.001739400E2,8.804678172E-2,-4.047016799E-1,-2.152350694E-1
1.001838760E2,6.532990187E-2,-3.430750966E-1,-1.594063938E-1
1.001938110E2,4.967690259E-2,-2.175874859E-1,-8.799026161E-2
1.002037470E2,3.107473627E-2,-6.318788975E-2,-6.563000847E-3
1.002136820E2,1.304540224E-2,9.350131452E-2,7.116081566E-2
1.002236180E2,1.234703418E-2,2.069968283E-1,1.695734859E-1
1.002335530E2,3.625714220E-3,2.757090628E-1,2.725267708E-1
1.002434890E2,-2.752487734E-2,4.007394016E-1,3.629685044E-1
1.002534240E2,-3.564485535E-2,5.640647411E-1,4.132580459E-1
1.002633600E2,1.216083858E-2,6.997513175E-1,4.594798088E-1
1.002732950E2,8.747582883E-2,7.093490362E-1,4.700213969E-1
1.002832310E2,1.495663822E-1,6.315939426E-1,4.542877376E-1
1.002931660E2,1.943596900E-1,5.760867596E-1,4.192461371E-1
1.003031020E2,2.083147615E-1,5.845549107E-1,3.594924808E-1
1.003130370E2,2.362087071E-1,5.189630985E-1,2.936969697E-1
1.003229730E2,2.752737999E-1,3.678371608E-1,2.324630767E-1
1.003329080E2,3.186250031E-1,2.615139186E-1,1.729576737E-1
1.003428440E2,3.587947786E-1,2.167730629E-1,1.231813431E-1
1.003527790E2,3.763932288E-1,1.927065998E-1,9.238880873E-2
1.003627150E2,3.689534664E-1,1.807343811E-1,7.562007755E-2
1.003726502E2,3.396693468E-1,2.000068724E-1,5.956254527E-2
1.003825862E2,3.099503219E-1,2.411355525E-1,6.134599075E-2
1.003925212E2,2.914724946E-1,2.690204382E-1,4.615745321E-2
1.004024572E2,2.865763903E-1,2.763287425E-1,2.767003514E-2
1.004123923E2,2.825773954E-1,2.969916761E-1,1.645679586E-2
1.004223283E2,2.727156579E-1,3.071635365E-1,-1.089848205E-2
1.004322632E2,2.546567619E-1,2.979596257E-1,-5.365979299E-2
1.004421992E2,2.287948579E-1,2.802313566E-1,-9.683783352E-2
1.004521342E2,1.930022389E-1,2.664369941E-1,-1.373423785E-1
1.004620702E2,1.477679759E-1,2.554351985E-1,-1.669539362E-1
1.004720052E2,9.754901379E-2,2.376860380E-1,-1.877524257E-1
1.004819413E2,5.672123283E-2,2.296714783E-1,-2.149630934E-1
1.004918763E2,1.410372928E-2,2.422341406E-1,-2.167785764E-1
1.005018123E2,-2.562084049E-2,2.721222341E-1,-2.089330405E-1
1.005117472E2,-6.089760736E-2,3.034591377E-1,-2.145810723E-1
1.005216832E2,-8.626848459E-2,3.510093987E-1,-2.156279981E-1
1.005316182E2,-1.054174155E-1,3.812346756E-1,-1.983307600E-1
1.005415542E2,-1.366731375E-1,3.894697130E-1,-1.751907021E-1
1.005514893E2,-1.756026894E-1,3.928971887E-1,-1.609518379E-1
1.005614253E2,-2.144666314E-1,4.102520645E-1,-1.436498761E-1
1.005713603E2,-2.404135317E-1,4.426614046E-1,-1.146762744E-1
1.005812962E2,-2.689805031E-1,4.584566951E-1,-6.767764688E-2
1.005912312E2,-2.961170375E-1,4.395818114E-1,-2.140655369E-2
1.006011672E2,-3.289426267E-1,3.864202499E-1,2.821963094E-2
1.006111022E2,-3.659589589E-1,3.361355066E-1,7.590246201E-2
1.006210382E2,-3.883289695E-1,3.175052702E-1,1.301939785E-1
1.006309733E2,-3.896879554E-1,3.099770248E-1,1.810363829E-1
1.006409093E2,-3.819124103E-1,3.018237650E-1,2.262183726E-1
1.006508452E2,-3.873247504E-1,2.665467560E-1,2.725738883E-1
1.006607802E2,-4.040297568E-1,2.107047439E-1,3.000919521E-1
1.006707162E2,-4.213013947E-1,1.542473286E-1,3.187063634E-1
1.006806512E2,-4.255654812E-1,8.944302052E-2,3.208114803E-1
1.006905872E2,-4.191251695E-1,2.970512211E-2,3.058844507E-1
1.007005223E2,-4.098508358E-1,-4.312974960E-2,2.865748703E-1
1.007104583E2,-3.889266551E-1,-1.139059216E-1,2.554228008E-1
1.007203932E2,-3.570570350E-1,-1.343610734E-1,2.096198797E-1
1.007303292E2,-3.057203293E-1,-1.456036121E-1,1.718005985E-1
1.007402642E2,-2.513917685E-1,-1.420846432E-1,1.421467513E-1
1.007502002E2,-1.946136802E-1,-1.553653032E-1,1.055517271E-1
1.007601352E2,-1.486647576E-1,-1.741699278E-1,6.061716750E-2
1.007700713E2,-1.097005829E-1,-1.953114271E-1,1.581027918E-2
1.007800063E2,-5.409594253E-2,-2.272178382E-1,-1.724095270E-2
1.007899423E2,1.519018505E-2,-2.556028664E-1,-1.871421374E-2
1.007998772E2,5.230692774E-2,-2.646320462E-1,-8.995006792E-3
1.008098132E2,3.568267822E-2,-2.409328520E-1,-7.863695733E-3
1.008197482E2,9.228287265E-3,-2.629542351E-1,-1.760581322E-2
1.008296842E2,-2.151657641E-2,-2.647409737E-1,-2.722435258E-2
1.008396193E2,-6.100889295E-2,-2.563039064E-1,-2.349733002E-2
1.008495553E2,-1.194756702E-1,-2.555140257E-1,1.534194406E-2
1.008594903E2,-2.164281756E-1,-2.401566505E-1,4.930018634E-2
1.008694262E2,-3.139677644E-1,-1.576729566E-1,1.263606101E-1
1.008793612E2,-3.772142828E-1,2.507727128E-3,2.365134358E-1
1.008892972E2,-3.736757338E-1,1.669350117E-1,3.207441568E-1
1.008992322E2,-3.444017768E-1,2.957251370E-1,3.822492659E-1
1.009091682E2,-3.340881467E-1,3.452644646E-1,4.190743864E-1
1.009191033E2,-3.639227152E-1,3.206141293E-1,4.182331264E-1
1.009290393E2,-4.017473161E-1,2.319963723E-1,4.050424993E-1
1.009389742E2,-4.281474650E-1,1.159133464E-1,3.712467849E-1
1.009489102E2,-4.255439639E-1,-2.779108472E-2,3.114804029E-1
1.009588452E2,-4.043562412E-1,-1.726711094E-1,2.571490109E-1
1.009687812E2,-3.692595065E-1,-3.154194951E-1,2.067484111E-1
1.009787162E2,-3.265577257E-1,-4.437227845E-1,1.624924988E-1
1.009886523E2,-2.758767009E-1,-5.480073690E-1,1.249760166E-1
1.009985873E2,-2.252703905E-1,-6.205801368E-1,9.858916700E-2
1.010085232E2,-1.894436926E-1,-6.240824461E-1,8.477029204E-2
1.010184582E2,-1.904281974E-1,-5.121937990E-1,8.810709417E-2
1.010283942E2,-1.839902699E-1,-3.711261153E-1,1.045254841E-1
1.010383292E2,-1.393354237E-1,-3.304655850E-1,1.120388359E-1
1.010482652E2,-1.296282113E-1,-2.741160393E-1,1.222826838E-1
1.010582003E2,-1.331313252E-1,-2.108792961E-1,1.258817017E-1
1.010681363E2,-1.344634444E-1,-1.909282207E-1,1.081197485E-1
1.010780723E2,-1.374206841E-1,-2.312963754E-1,8.655251563E-2
1.010880072E2,-1.512374282E-1,-2.958929539E-1,6.634258479E-2
1.010979432E2,-1.673222631E-1,-3.546734452E-1,3.704062477E-2
1.011078782E2,-1.666362286E-1,-4.103537500E-1,3.490122035E-3
1.011178142E2,-1.677883565E-1,-4.329728484E-1,-2.487317845E-2
1.011277493E2,-1.598287076E-1,-4.210821092E-1,-5.237963796E-2
1.011376853E2,-1.499244720E-1,-4.003065228E-1,-7.263789326E-2
1.011476203E2,-1.283211708E-1,-3.978606761E-1,-8.437338471E-2
1.011575562E2,-1.131408960E-1,-3.949460685E-1,-9.036604315E-2
1.011674912E2,-1.017076820E-1,-3.959815204E-1,-9.380737692E-2
1.011774272E2,-8.545888960E-2,-4.015194774E-1,-1.169181913E-1
1.011873622E2,-5.892901123E-2,-3.991380930E-1,-1.446371824E-1
1.011972982E2,-3.488675505E-2,-4.026608169E-1,-1.554839015E-1
1.012072333E2,-4.249726981E-2,-4.158138931E-1,-1.867914796E-1
1.012171693E2,-6.502813101E-2,-4.194622338E-1,-2.139154673E-1
1.012271042E2,-6.921888143E-2,-4.190385342E-1,-2.393486500E-1
1.012370402E2,-5.933835357E-2,-4.156709313E-1,-2.551357448E-1
1.012469752E2,-5.093980581E-2,-4.019838870E-1,-2.672984004E-1
1.012569112E2,-4.753013328E-2,-3.904884756E-1,-2.784029245E-1
1.012668462E2,-3.601516038E-2,-3.670523763E-1,-2.789643109E-1
1.012767823E2,-2.821394056E-2,-3.247921169E-1,-2.770470679E-1
1.012867173E2,-2.107853070E-2,-2.723355591E-1,-2.767157853E-1
1.012966532E2,-1.400295086E-2,-2.267527133E-1,-2.741240859E-1
1.013065882E2,-1.098079607E-2,-1.893589944E-1,-2.736910284E-1
1.013165242E2,-1.769404858E-3,-1.465017349E-1,-2.815983891E-1
1.013264592E2,5.895172246E-3,-9.818348289E-2,-2.793703973E-1
1.013363952E2,4.458844662E-3,-4.557377473E-2,-2.734218538E-1
1.013463303E2,1.679327525E-2,-1.026878040E-2,-2.716175616E-1
1.013562663E2,2.319139242E-2,2.990528196E-2,-2.680169642E-1
1.013662012E2,3.888486698E-2,7.217337936E-2,-2.586730123E-1
1.013761370E2,6.057082862E-2,9.102942795E-2,-2.432930022E-1
1.013860720E2,7.045275718E-2,8.756013215E-2,-2.282916903E-1
1.013960080E2,8.306110650E-2,5.902245268E-2,-2.094348967E-1
1.014059430E2,9.437794238E-2,2.419283241E-2,-1.949534267E-1
1.014158790E2,1.098194122E-1,1.621399447E-2,-1.865422279E-1
1.014258140E2,1.310011297E-1,2.218267135E-2,-1.774318218E-1
1.014357500E2,1.499528289E-1,3.811513260E-2,-1.770505160E-1
1.014456850E2,1.489256471E-1,5.290633067E-2,-1.738480628E-1
1.014556210E2,1.362102032E-1,6.141664833E-2,-1.743506938E-1
1.014655560E2,1.112414747E-1,6.157962978E-2,-1.918569803E-1
1.014754920E2,9.314037114E-2,4.895117506E-2,-2.149796039E-1
1.014854270E2,7.803598791E-2,7.497025281E-2,-2.245699167E-1
1.014953630E2,6.156093255E-2,1.134127602E-1,-2.392877489E-1
1.015052980E2,5.478771403E-2,1.582561284E-1,-2.626074553E-1
1.015152340E2,7.433997095E-2,1.560419649E-1,-2.720736563E-1
1.015251700E2,9.940218180E-2,1.484703273E-1,-2.432971299E-1
1.015351050E2,1.123921573E-1,1.888952404E-1,-2.036514431E-1
1.015450400E2,1.121508777E-1,2.502890825E-1,-1.672098190E-1
1.015549760E2,9.199696034E-2,2.909336090E-1,-1.291493177E-1
1.015649110E2,7.969342172E-2,3.247546852E-1,-7.845897973E-2
1.015748470E2,6.064463779E-2,4.167860448E-1,-3.305047750E-2
1.015847830E2,4.350639880E-2,5.298351049E-1,2.070489712E-2
1.015947180E2,4.165187851E-2,6.342250705E-1,5.511445552E-2
1.016046540E2,6.531699002E-2,7.035120130E-1,8.634108305E-2
1.016145890E2,8.852757514E-2,7.174658775E-1,1.065897793E-1
1.016245250E2,1.161717176E-1,7.049913406E-1,1.066060215E-1
1.016344600E2,1.664383560E-1,6.235049963E-1,8.134115487E-2
1.016443960E2,2.024783790E-1,4.584337473E-1,6.868128479E-2
1.016543310E2,2.096236348E-1,2.597270906E-1,6.845915318E-2
1.016642670E2,2.053846717E-1,1.208166182E-1,3.655022383E-2
1.016742020E2,2.056144774E-1,9.004205465E-3,-1.990247332E-2
1.016841380E2,2.018279880E-1,-1.079096273E-1,-5.878861994E-2
1.016940730E2,1.886827648E-1,-2.030910850E-1,-7.556143403E-2
1.017040090E2,1.668661535E-1,-2.262368798E-1,-7.759556174E-2
1.017139440E2,1.513821781E-1,-1.769227237E-1,-4.759951308E-2
1.017238800E2,1.288840622E-1,-6.337112188E-2,9.761246853E-3
1.017338150E2,1.033880264E-1,8.292533457E-2,8.367250115E-2
1.017437510E2,7.042741776E-2,2.223319709E-1,1.704649180E-1
1.017536860E2,4.748584330E-2,3.514837027E-1,2.528918087E-1
1.017636220E2,3.707102314E-2,4.602922201E-1,3.267322183E-1
1.017735570E2,2.558379807E-2,5.415335894E-1,3.858230710E-1
1.017834930E2,3.012635186E-2,5.786857605E-1,4.282419086E-1
1.017934280E2,4.802086204E-2,5.545052886E-1,4.487566352E-1
1.018033640E2,8.012527227E-2,4.780089557E-1,4.441235065E-1
1.018132990E2,1.080054045E-1,3.726251125E-1,4.212933779E-1
1.018232350E2,1.380892694E-1,2.808589935E-1,3.849947453E-1
1.018331700E2,1.791514009E-1,2.140677720E-1,3.350650966E-1
1.018431060E2,2.170329988E-1,1.597747207E-1,2.792188823E-1
1.018530410E2,2.596638799E-1,1.222704872E-1,2.238039672E-1
1.018629770E2,2.992288768E-1,9.619387984E-2,1.791880280E-1
1.018729120E2,3.244509995E-1,8.680398017E-2,1.369951069E-1
1.018828480E2,3.442753255E-1,1.124853790E-1,1.115525961E-1
1.018927830E2,3.584195673E-1,1.708249301E-1,1.010537073E-1
1.019027190E2,3.516287804E-1,2.205392271E-1,9.850027412E-2
1.019126540E2,3.442446887E-1,2.470957488E-1,9.557225555E-2
1.019225900E2,3.355255127E-1,2.734253705E-1,8.455502242E-2
1.019325250E2,3.172857463E-1,3.199846447E-1,8.100928366E-2
1.019424610E2,2.977144420E-1,3.599866331E-1,7.212390751E-2
1.019523960E2,2.804034352E-1,3.357537985E-1,4.134744033E-2
1.019623320E2,2.513177097E-1,2.957914770E-1,-6.607293617E-4
1.019722670E2,2.356549501E-1,2.653342187E-1,-2.955267578E-2
