"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.163174355E2,4.780535418E1,9.096067054E0,6.350220707E2,6.800000072E-1,3.048046875E2,1.000000000E1,1.000000000E1
1.173174367E2,4.780535845E1,9.096059175E0,6.351111467E2,7.300000191E-1,3.192187500E2,1.000000000E1,1.000000000E1
1.183174385E2,4.780536243E1,9.096049368E0,6.351407969E2,7.300000191E-1,3.062109375E2,1.000000000E1,1.000000000E1
1.193174410E2,4.780536641E1,9.096038723E0,6.355342750E2,7.300000191E-1,3.069140625E2,1.000000000E1,1.000000000E1
1.203174421E2,4.780537098E1,9.096027995E0,6.352619721E2,6.899999976E-1,3.051562500E2,1.000000000E1,1.000000000E1
1.213174437E2,4.780537614E1,9.096018104E0,6.357609603E2,7.200000286E-1,3.206250000E2,1.000000000E1,1.000000000E1
1.223174447E2,4.780538335E1,9.096009471E0,6.354616261E2,7.699999809E-1,3.234375000E2,1.000000000E1,1.000000000E1
1.233174468E2,4.780538909E1,9.095994635E0,6.356678655E2,7.699999809E-1,3.076171875E2,1.000000000E1,1.000000000E1
1.243174484E2,4.780539332E1,9.095980804E0,6.359053015E2,7.699999809E-1,3.033984375E2,1.000000000E1,1.000000000E1
1.253174498E2,4.780539445E1,9.095972339E0,6.359700424E2,6.299999952E-1,3.178125000E2,1.000000000E1,1.000000000E1
1.263174512E2,4.780539894E1,9.095968567E0,6.360436688E2,6.299999952E-1,3.592968750E2,1.000000000E1,1.000000000E1
1.273174531E2,4.780540279E1,9.095961861E0,6.363047895E2,6.299999952E-1,3.389062500E2,1.000000000E1,1.000000000E1
1.283174541E2,4.780540816E1,9.095950043E0,6.362256019E2,7.699999809E-1,3.019921875E2,1.000000000E1,1.000000000E1
1.293174565E2,4.780541075E1,9.095938643E0,6.363924215E2,7.400000095E-1,3.002343750E2,1.000000000E1,1.000000000E1
1.303174576E2,4.780541499E1,9.095935039E0,6.364346279E2,7.400000095E-1,3.188671875E2,1.000000000E1,1.000000000E1
1.313174586E2,4.780542132E1,9.095933279E0,6.361903533E2,6.899999976E-1,3.378515625E2,1.000000000E1,1.000000000E1
1.323174610E2,4.780542873E1,9.095931686E0,6.366448697E2,6.899999976E-1,3.311718750E2,1.000000000E1,1.000000000E1
1.333174620E2,4.780543334E1,9.095925316E0,6.368864152E2,8.000000119E-1,3.153515625E2,1.000000000E1,1.000000000E1
1.343174647E2,4.780543783E1,9.095915174E0,6.370425908E2,1.049999952E0,3.048046875E2,1.000000000E1,1.000000000E1
1.353174652E2,4.780543980E1,9.095908133E0,6.371091106E2,8.000000119E-1,2.939062500E2,1.000000000E1,1.000000000E1
1.363174672E2,4.780543833E1,9.095896231E0,6.369572932E2,1.049999952E0,2.798437500E2,1.000000000E1,1.000000000E1
1.373174688E2,4.780543879E1,9.095882820E0,6.371567018E2,8.199999928E-1,2.689453125E2,1.000000000E1,1.000000000E1
1.383174706E2,4.780543762E1,9.095877791E0,6.372790797E2,2.399999946E-1,2.714062500E2,1.000000000E1,1.000000000E1
1.393174720E2,4.780543603E1,9.095868990E0,6.374805222E2,8.199999928E-1,2.678906250E2,1.000000000E1,1.000000000E1
1.403174733E2,4.780543406E1,9.095855998E0,6.377203608E2,8.299999833E-1,2.489062500E2,1.000000000E1,1.000000000E1
1.413174753E2,4.780543489E1,9.095850550E0,6.376981769E2,3.499999940E-1,2.527734375E2,1.000000000E1,1.000000000E1
1.423174767E2,4.780543913E1,9.095846275E0,6.379052085E2,4.900000095E-1,2.735156250E2,1.000000000E1,1.000000000E1
1.433174782E2,4.780544960E1,9.095845353E0,6.378846693E2,4.900000095E-1,3.571875000E2,1.000000000E1,1.000000000E1
1.443174796E2,4.780546310E1,9.095847113E0,6.385041146E2,6.299999952E-1,3.571875000E2,1.000000000E1,1.000000000E1
1.453174814E2,4.780547400E1,9.095850298E0,6.384109305E2,4.799999893E-1,3.571875000E2,1.000000000E1,1.000000000E1
1.463174835E2,4.780548716E1,9.095847532E0,6.386028316E2,1.330000043E0,3.568359375E2,1.000000000E1,1.000000000E1
1.473174847E2,4.780549851E1,9.095842084E0,6.386659771E2,6.899999976E-1,1.019531250E1,1.000000000E1,1.000000000E1
1.483174859E2,4.780550455E1,9.095837390E0,6.385171759E2,6.899999976E-1,1.019531250E1,1.000000000E1,1.000000000E1
1.493174878E2,4.780551155E1,9.095829679E0,6.390498213E2,8.500000238E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.503174901E2,4.780551926E1,9.095817525E0,6.392096665E2,1.090000033E0,9.492187500E0,1.000000000E1,1.000000000E1
1.513174909E2,4.780552877E1,9.095806293E0,6.388011363E2,1.090000033E0,9.492187500E0,1.000000000E1,1.000000000E1
1.523174936E2,4.780553619E1,9.095798163E0,6.392338629E2,1.090000033E0,9.492187500E0,1.000000000E1,1.000000000E1
1.533174943E2,4.780554076E1,9.095790787E0,6.394385076E2,6.800000072E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.543174957E2,4.780554608E1,9.095781483E0,6.392990827E2,8.700000048E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.553174980E2,4.780555107E1,9.095770335E0,6.395019022E2,8.700000048E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.563174993E2,4.780555383E1,9.095761953E0,6.396056009E2,8.700000048E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.573175004E2,4.780555484E1,9.095755918E0,6.396246527E2,3.799999952E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.583175029E2,4.780555517E1,9.095748710E0,6.396276604E2,5.400000215E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.593175040E2,4.780555467E1,9.095740831E0,6.397974235E2,4.199999869E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.603175055E2,4.780555765E1,9.095731191E0,6.397906548E2,5.400000215E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.613175076E2,4.780556175E1,9.095720965E0,6.400274349E2,6.899999976E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.623175089E2,4.780556490E1,9.095711242E0,6.400782327E2,6.899999976E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.633175106E2,4.780557047E1,9.095702441E0,6.400140321E2,6.899999976E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.643175122E2,4.780557257E1,9.095693138E0,6.397065842E2,6.600000262E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.653175141E2,4.780557219E1,9.095685510E0,6.395921051E2,4.399999976E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.663175155E2,4.780556942E1,9.095676793E0,6.400449752E2,5.199999809E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.673175170E2,4.780556791E1,9.095665980E0,6.397611357E2,5.199999809E-1,2.956640625E2,1.000000000E1,1.000000000E1
1.683175187E2,4.780556921E1,9.095656509E0,6.399473741E2,6.800000072E-1,3.164062500E2,1.000000000E1,1.000000000E1
1.693175197E2,4.780557001E1,9.095653323E0,6.400024885E2,5.699999928E-1,9.492187500E0,1.000000000E1,1.000000000E1
1.703175216E2,4.780557340E1,9.095654413E0,6.402102554E2,7.799999714E-1,3.522656250E2,1.000000000E1,1.000000000E1
1.713175230E2,4.780557340E1,9.095654413E0,6.401522682E2,0.000000000E0,2.320312500E1,1.000000000E1,1.000000000E1
1.723175242E2,4.780557286E1,9.095665142E0,6.399219477E2,7.799999714E-1,1.406250000E1,1.000000000E1,1.000000000E1
