"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.046945971E2,-6.772695404E-1,4.040295623E0,-1.017726011E0
1.047045331E2,-2.245858814E0,4.334978335E0,-8.328389521E-1
1.047144681E2,-2.931678153E0,4.173758320E0,-4.550718373E-1
1.047244041E2,-2.504671197E0,3.682494557E0,1.240036565E-1
1.047343391E2,-1.862397242E0,3.341863840E0,9.235127485E-1
1.047442751E2,-1.459330833E0,2.986059598E0,1.533487123E0
1.047542101E2,-1.439835632E0,2.733029526E0,1.725251822E0
1.047641461E2,-1.546128072E0,2.337187060E0,1.663867314E0
1.047740811E2,-1.426626187E0,1.838532416E0,1.541195507E0
1.047840171E2,-1.211373806E0,1.197123265E0,1.351874943E0
1.047939521E2,-1.188222341E0,4.632965308E-1,1.231837599E0
1.048038881E2,-1.403839003E0,-3.561620915E-1,1.301359532E0
1.048138231E2,-1.494280518E0,-1.011116903E0,1.601820024E0
1.048237591E2,-1.382444625E0,-1.572341432E0,1.994142905E0
1.048336941E2,-1.144638657E0,-2.145993633E0,2.270258660E0
1.048436301E2,-1.056313541E0,-2.640227782E0,2.137943479E0
1.048535651E2,-9.967003003E-1,-2.932236562E0,1.814454459E0
1.048635011E2,-8.931847027E-1,-3.179471458E0,1.287983149E0
1.048734371E2,-7.112842557E-1,-3.460523141E0,7.046117055E-1
1.048833721E2,-5.568473035E-1,-3.655900835E0,1.307063198E-1
1.048933081E2,-4.419471771E-1,-3.688640565E0,-3.175587738E-1
1.049032431E2,-4.811290768E-1,-3.640365953E0,-5.345619567E-1
1.049131791E2,-7.575778314E-1,-3.407412881E0,-6.812586571E-1
1.049231141E2,-1.054665796E0,-3.002516001E0,-7.976970398E-1
1.049330501E2,-1.203423055E0,-2.488290222E0,-8.654944821E-1
1.049429851E2,-1.310827343E0,-1.996149377E0,-7.496338043E-1
1.049529211E2,-1.178608349E0,-1.407321897E0,-7.348570132E-1
1.049628561E2,-8.911791077E-1,-8.553242737E-1,-8.820619829E-1
1.049727921E2,-8.059749430E-1,-5.323954171E-1,-9.986161405E-1
1.049827271E2,-7.606692544E-1,-2.563980675E-1,-1.078089888E0
1.049926631E2,-8.681627128E-1,1.967149526E-1,-1.240429644E0
1.050025981E2,-8.950119576E-1,1.869705677E-1,-1.283856622E0
1.050125341E2,-8.378320357E-1,9.839226723E-2,-1.113058576E0
1.050224691E2,-6.222905105E-1,-4.158013523E-2,-8.686454004E-1
1.050324051E2,-3.818304911E-1,-1.841469473E-1,-5.529140277E-1
1.050423401E2,-1.790008128E-1,-4.295896715E-1,-1.893072613E-1
1.050522761E2,-4.375880778E-2,-5.085627508E-1,7.641886935E-2
1.050622111E2,3.229124844E-2,-6.055125099E-1,2.835576533E-1
1.050721471E2,5.470567256E-2,-6.375675309E-1,3.632247971E-1
1.050820821E2,3.683628917E-2,-4.863643813E-1,2.970116580E-1
1.050920181E2,1.001929173E-1,-3.316710287E-1,3.473702180E-1
1.051019531E2,1.833397391E-1,-2.338032568E-1,5.110067408E-1
1.051118891E2,2.217194009E-1,-1.665754795E-1,6.222934341E-1
1.051218241E2,1.818922609E-1,1.363921523E-2,6.614493138E-1
1.051317601E2,1.923535144E-1,2.031813884E-1,6.068526918E-1
1.051416951E2,2.118522245E-1,2.533797348E-1,4.337271613E-1
1.051516311E2,2.079144171E-1,1.489098716E-1,2.491521978E-1
1.051615661E2,2.161829647E-1,-3.216553330E-3,1.490565636E-1
1.051715021E2,2.720776686E-1,-1.257853031E-1,9.118148088E-3
1.051814371E2,3.817316732E-1,-2.488153982E-1,-8.863969624E-2
1.051913731E2,3.978065461E-1,-2.725258577E-1,-1.607854204E-1
1.052013081E2,5.447327498E-1,-4.316917455E-1,-2.701143198E-1
1.052112441E2,6.906947476E-1,-4.375565028E-1,-3.262898362E-1
1.052211791E2,8.154804692E-1,-4.645057350E-1,-4.587992911E-1
1.052311151E2,9.318529245E-1,-4.020615649E-1,-4.616433768E-1
1.052410501E2,9.963772416E-1,-3.218412745E-1,-4.022159314E-1
1.052509861E2,9.744419968E-1,-2.420636183E-1,-3.825425358E-1
1.052609211E2,9.205292067E-1,-1.684992135E-1,-4.009051318E-1
1.052708571E2,8.596421501E-1,-8.475129783E-2,-4.355743698E-1
1.052807921E2,7.411521256E-1,4.848803580E-2,-4.935775065E-1
1.052907281E2,6.700388736E-1,1.776413351E-1,-5.433221090E-1
1.053006631E2,6.290346891E-1,3.059222299E-1,-6.246861148E-1
1.053105991E2,7.183971012E-1,3.662643260E-1,-6.946695386E-1
1.053205341E2,9.025200748E-1,3.643844461E-1,-8.130653498E-1
1.053304701E2,1.098696791E0,3.575326788E-1,-1.000349694E0
1.053404051E2,1.316875703E0,2.981600511E-1,-1.187578708E0
1.053503411E2,1.531733689E0,1.343684310E-1,-1.291664409E0
1.053602761E2,1.702731417E0,-9.864077389E-2,-1.247635607E0
1.053702121E2,1.808513103E0,-3.062718934E-1,-1.237431630E0
1.053801477E2,1.874309482E0,-3.747322637E-1,-1.200006673E0
1.053900827E2,1.925989221E0,-3.802584672E-1,-1.139509187E0
1.054000187E2,1.990422321E0,-2.722083539E-1,-1.010049347E0
1.054099537E2,2.041294852E0,-9.665622890E-2,-8.480194934E-1
1.054198897E2,2.112858047E0,1.095902699E-1,-7.217650974E-1
1.054298247E2,2.067397992E0,3.742492837E-1,-5.947309752E-1
1.054397607E2,1.780737075E0,7.628067040E-1,-5.206040682E-1
1.054496957E2,1.287495199E0,1.346392155E0,-4.730621119E-1
1.054596317E2,6.102467081E-1,2.114754884E0,-3.969211315E-1
1.054695667E2,-2.385520729E-1,3.164016098E0,-1.637239386E-1
1.054795027E2,-1.035085225E0,4.227654446E0,6.045113204E-1
1.054894377E2,-1.419358682E0,4.764283247E0,1.899085012E0
1.054993737E2,-1.359918519E0,4.351311947E0,2.925142136E0
1.055093087E2,-8.329849863E-1,3.657523438E0,4.134771425E0
1.055192447E2,4.373541892E-2,3.010813200E0,5.953996335E0
1.055291797E2,1.577938387E-1,2.289105991E0,5.690227268E0
1.055391157E2,4.334646213E-1,1.395380128E0,4.555527708E0
1.055490507E2,7.641731983E-1,7.071698624E-1,2.979479726E0
1.055589867E2,1.050659283E0,-7.598947906E-1,1.698272038E0
1.055689217E2,8.261832127E-1,-1.438077081E0,1.168731232E0
1.055788577E2,-4.424520841E-1,-1.945451678E0,2.894979858E-1
1.055887927E2,-2.372780524E0,-2.754306375E0,-1.293953741E0
1.055987287E2,-3.971554002E0,-3.337366746E0,-2.355925924E0
1.056086637E2,-3.874488175E0,-2.925356144E0,-2.467986935E0
1.056185997E2,-2.660890965E0,-1.895347472E0,-1.963381580E0
1.056285347E2,-1.560501990E0,-1.292959129E0,-1.691791277E0
1.056384707E2,-1.049929259E0,-4.470804477E-1,-1.464071171E0
1.056484057E2,-1.123619671E0,6.583315784E-1,-1.349351723E0
1.056583417E2,-1.512770876E0,1.226585630E0,-1.489598653E0
1.056682767E2,-2.210400129E0,1.586770606E0,-1.528264536E0
1.056782127E2,-2.402052562E0,1.248676996E0,-1.449988591E0
1.056881477E2,-2.414551278E0,8.569509691E-1,-7.612846738E-1
1.056980837E2,-2.365463610E0,5.690305620E-1,-1.812815192E-1
1.057080187E2,-2.281463972E0,1.253748286E-1,-1.513956691E-1
1.057179547E2,-1.963640319E0,7.226983130E-2,5.685759410E-2
1.057278897E2,-1.567750783E0,3.395887434E-1,1.832128399E0
1.057378257E2,-1.332470520E0,-3.950875908E-1,4.030979254E0
1.057477607E2,-1.635785476E0,-5.477583915E-1,2.639546874E0
1.057576967E2,-1.706997254E0,2.094256300E-1,7.300603960E-1
1.057676317E2,-1.121171734E0,1.585530996E-1,1.301343159E-1
1.057775677E2,-6.341907638E-1,-2.752676171E-1,4.248104498E-2
1.057875027E2,-4.397635344E-1,-5.355733788E-1,2.379299292E-1
1.057974387E2,-1.568348953E-1,-8.246316540E-1,4.230808434E-1
1.058073737E2,1.680111171E-1,-1.035010965E0,6.061467867E-1
1.058173097E2,3.024577546E-1,-1.373692805E0,6.006166363E-1
1.058272447E2,3.313530864E-1,-1.537006708E0,3.134873575E-1
1.058371807E2,3.276769419E-1,-1.600316266E0,6.588350236E-3
1.058471157E2,2.991034994E-1,-1.625297325E0,-1.884043050E-1
1.058570517E2,2.592070699E-1,-1.735707960E0,-3.102731431E-1
1.058669867E2,1.574111384E-1,-1.671459923E0,-3.703246325E-1
1.058769227E2,1.549231482E-1,-1.501367344E0,-4.288652015E-1
1.058868577E2,8.615506813E-2,-1.429217965E0,-3.095246994E-1
1.058967937E2,3.059777784E-1,-1.153959703E0,1.931803107E-2
1.059067287E2,4.483025157E-1,-1.073406122E0,3.354506689E-1
1.059166647E2,5.812535816E-1,-9.461432272E-1,6.283058336E-1
1.059265997E2,6.840311144E-1,-7.970801586E-1,7.769575506E-1
1.059365357E2,7.492285922E-1,-6.443280816E-1,8.413444582E-1
1.059464717E2,8.473724990E-1,-4.840559006E-1,7.445838565E-1
1.059564067E2,8.664678973E-1,-3.454096466E-1,4.919262528E-1
1.059663427E2,9.203622687E-1,-2.508853126E-1,1.189791441E-1
1.059762777E2,9.734136178E-1,-2.007086009E-1,-3.183235896E-1
1.059862137E2,1.036540304E0,-1.747516412E-1,-7.683334923E-1
1.059961487E2,1.087281272E0,-1.607574999E-1,-1.145849615E0
1.060060847E2,1.117594407E0,-1.234622043E-1,-1.469994108E0
1.060160197E2,1.151948846E0,-3.837527633E-2,-1.718251682E0
1.060259557E2,1.086709414E0,1.114233720E-1,-1.909065332E0
1.060358907E2,1.157859796E0,2.506128323E-1,-1.925552434E0
1.060458267E2,1.288462913E0,4.593058062E-1,-1.692964813E0
1.060557617E2,1.381775704E0,6.498308963E-1,-1.441059161E0
1.060656977E2,1.285495451E0,7.411404312E-1,-1.107148064E0
1.060756327E2,1.023064226E0,6.572217768E-1,-7.143920508E-1
1.060855687E2,8.559540188E-1,5.714413691E-1,-3.055579484E-1
1.060955037E2,8.765163374E-1,4.822111040E-1,-7.323959202E-2
1.061054397E2,9.346356145E-1,3.809864455E-1,2.612038940E-2
1.061153747E2,9.923979190E-1,2.710266316E-1,2.268719673E-3
1.061253107E2,1.066974185E0,1.710456759E-1,7.908651531E-3
1.061352457E2,1.103681543E0,1.290989202E-1,6.338674128E-3
1.061451817E2,1.206518278E0,1.092704272E-1,-2.444720864E-2
1.061551167E2,1.329400147E0,1.291848743E-1,-1.395578349E-1
1.061650527E2,1.463789335E0,2.194705617E-1,-3.068852663E-1
1.061749877E2,1.604961002E0,3.166156179E-1,-5.040095240E-1
1.061849237E2,1.762199647E0,4.228074861E-1,-6.647053358E-1
1.061948587E2,1.891756989E0,5.662051874E-1,-7.739488658E-1
1.062047947E2,2.056020187E0,6.598173559E-1,-8.331557250E-1
1.062147297E2,2.151275131E0,8.056650406E-1,-8.859186602E-1
1.062246657E2,2.204648808E0,1.019486023E0,-8.313223305E-1
1.062346007E2,2.211792059E0,1.338568581E0,-6.808804885E-1
1.062445367E2,2.172468656E0,1.715256153E0,-3.734327200E-1
1.062544717E2,2.040007879E0,2.054027456E0,-6.223717868E-2
1.062644077E2,1.718468614E0,2.411122178E0,2.145086145E-1
1.062743427E2,7.611279684E-1,2.780646327E0,5.520122409E-1
1.062842787E2,-1.282094710E0,3.123872039E0,4.441568398E-1
1.062942137E2,-4.487280176E0,3.421771889E0,3.018940830E-1
1.063041497E2,-6.790752776E0,3.768516455E0,2.353592008E-2
1.063140847E2,-6.843335617E0,4.040104419E0,-4.363204014E-1
1.063240207E2,-4.949271609E0,4.148169735E0,-6.847946146E-1
1.063339557E2,-3.127715121E0,4.271052480E0,-6.527056798E-1
1.063438917E2,-2.023548552E0,4.675711378E0,-5.532269999E-1
1.063538267E2,-6.623918849E-1,4.606854567E0,5.367860913E-2
1.063637627E2,-8.507464886E-2,3.972340452E0,8.581695288E-1
1.063736977E2,-2.352402100E-1,2.859866159E0,1.192600443E0
1.063836347E2,-2.790656760E-1,1.415729023E0,1.021745679E0
1.063935697E2,2.458988070E-2,-5.979479671E-2,8.465598822E-1
1.064035057E2,5.372860283E-2,-1.419141458E0,7.942574152E-1
1.064134407E2,-4.265637374E-1,-2.462228013E0,7.858482420E-1
1.064233767E2,-3.681860134E-1,-3.027488290E0,6.400230691E-1
1.064333117E2,1.002739012E-2,-3.259870089E0,5.293519413E-1
1.064432477E2,2.970873794E-1,-3.480749245E0,5.020717567E-1
1.064531827E2,3.184317631E-1,-3.480774388E0,5.851738474E-1
1.064631187E2,3.177482235E-1,-3.961518425E0,4.434826559E-1
1.064730537E2,3.492424965E-1,-4.152094971E0,2.538498509E-1
1.064829897E2,4.086057687E-1,-3.930586070E0,-8.690131903E-2
1.064929247E2,5.045998004E-1,-3.460687448E0,-4.116018820E-1
1.065028607E2,4.287210676E-1,-2.872045324E0,-7.472238743E-1
1.065127957E2,-4.171812952E-2,-2.278124335E0,-9.853710276E-1
1.065227317E2,-6.418620184E-1,-1.924577118E0,-1.092582065E0
1.065326667E2,-1.123161249E0,-1.629693262E0,-1.118706256E0
1.065426027E2,-1.531616744E0,-1.323644732E0,-9.874041045E-1
1.065525377E2,-1.619598044E0,-1.051962628E0,-6.814568777E-1
1.065624737E2,-1.511642071E0,-9.053115356E-1,-4.640405890E-1
1.065724087E2,-1.428835557E0,-7.311814535E-1,-3.506309178E-1
1.065823447E2,-1.447509225E0,-3.705649531E-1,-3.991008273E-1
1.065922797E2,-1.233378925E0,-6.151270866E-3,-7.270278838E-1
1.066022157E2,-9.013699275E-1,5.044626832E-2,-1.074068027E0
1.066121507E2,-8.207403320E-1,-2.032913160E-1,-1.266524452E0
1.066220867E2,-7.498270547E-1,-4.024930894E-1,-1.276869346E0
1.066320227E2,-6.589791575E-1,-6.249942631E-1,-1.147188774E0
1.066419577E2,-5.714726517E-1,-8.553266126E-1,-8.981090815E-1
1.066518937E2,-4.369793826E-1,-9.061821860E-1,-5.989361465E-1
1.066618287E2,-1.910159639E-1,-9.647525758E-1,-3.768051016E-1
1.066717647E2,-2.237758666E-2,-1.025269504E0,3.324712202E-2
1.066816997E2,2.352071732E-2,-1.109533728E0,6.292446041E-1
1.066916357E2,8.131021142E-2,-1.173362519E0,7.792188151E-1
1.067015707E2,4.028936237E-2,-1.174409171E0,4.626061209E-1
1.067115067E2,-1.255160388E-1,-1.060644574E0,1.288433969E-1
1.067214417E2,-3.402737448E-1,-7.337103742E-1,-9.712049782E-2
1.067313777E2,-4.332856965E-1,-4.395778853E-1,-3.022988565E-1
1.067413127E2,-4.211819601E-1,-1.745142442E-1,-4.108458370E-1
1.067512487E2,-3.329363662E-1,-1.073192114E-1,-5.968921061E-1
1.067611837E2,-2.456400678E-1,-5.073512077E-2,-9.205844629E-1
1.067711197E2,-1.262323228E-1,1.627549088E-1,-1.205151053E0
1.067810547E2,7.927479565E-2,2.736964703E-1,-1.228330001E0
1.067909907E2,2.162423140E-1,3.779061323E-1,-1.220363608E0
1.068009257E2,2.814434463E-1,3.691551894E-1,-1.032213072E0
1.068108617E2,4.033640322E-1,3.510919708E-1,-7.870774730E-1
1.068207967E2,6.241861778E-1,2.118498856E-1,-4.988417548E-1
1.068307327E2,7.416304278E-1,8.079097867E-3,-2.639368826E-1
1.068406677E2,9.059500515E-1,-4.983698845E-2,1.498641372E-2
1.068506037E2,1.154938235E0,-1.228090703E-1,3.122379537E-1
1.068605387E2,1.245903661E0,-3.060163701E-1,5.366194457E-1
1.068704747E2,1.260914049E0,-3.720846444E-1,4.418403192E-1
1.068804097E2,1.338408952E0,-3.133978951E-1,1.656808555E-2
1.068903457E2,1.377530333E0,-3.533250225E-1,-1.806560133E-1
1.069002807E2,1.404765786E0,-3.713285995E-1,-4.063801722E-1
1.069102167E2,1.395479531E0,-3.439238691E-1,-4.938353688E-1
1.069201517E2,1.356033629E0,-3.011035395E-1,-5.862361403E-1
1.069300877E2,1.342483292E0,-2.527570063E-1,-6.871940196E-1
1.069400227E2,1.321632705E0,-1.944310302E-1,-7.614255917E-1
1.069499587E2,1.306357732E0,-1.328458160E-1,-8.163186675E-1
1.069598937E2,1.290679007E0,-1.098826307E-1,-8.528840844E-1
1.069698297E2,1.267595077E0,-1.216834813E-1,-8.891808218E-1
1.069797647E2,1.248672318E0,-1.170133102E-1,-9.260825998E-1
1.069897007E2,1.238015183E0,-1.174974597E-1,-9.427898490E-1
1.069996357E2,1.194866239E0,-5.884696305E-2,-9.672633702E-1
1.070095717E2,1.221269049E0,3.835773468E-2,-9.844508220E-1
1.070195067E2,1.320437242E0,1.671239483E-1,-1.027876923E0
1.070294427E2,1.433850714E0,3.267266232E-1,-1.034894021E0
1.070393777E2,1.540681683E0,5.717442548E-1,-9.233368935E-1
1.070493137E2,1.611580634E0,7.703121901E-1,-8.944778144E-1
1.070592487E2,1.629264953E0,1.056052170E0,-8.234173335E-1
1.070691847E2,1.695016893E0,1.252259000E0,-7.617701389E-1
1.070791197E2,1.651063081E0,1.419266589E0,-7.255635948E-1
1.070890557E2,1.413987138E0,1.646544937E0,-6.821082576E-1
1.070989907E2,1.158374644E0,1.925789246E0,-6.505411868E-1
1.071089267E2,8.397817898E-1,2.271079609E0,-4.947609830E-1
1.071188617E2,2.888395894E-1,2.714551156E0,-4.755131185E-2
1.071287977E2,-3.219015008E-1,3.190545500E0,6.492366730E-1
1.071387327E2,-8.817715225E-1,3.665545818E0,1.657283057E0
1.071486687E2,-1.517411226E0,3.969543144E0,2.656953158E0
1.071586037E2,-2.268141676E0,4.282864441E0,3.617814119E0
1.071685397E2,-2.403079041E0,4.302541491E0,4.497552565E0
1.071784747E2,-1.326234464E0,3.835502157E0,4.755979616E0
1.071884107E2,-4.261974093E-1,3.226481318E0,3.305886799E0
1.071983457E2,-3.608614987E-1,2.580230087E0,1.595789205E0
1.072082817E2,-1.047995000E0,1.696714633E0,3.212416425E-1
1.072182167E2,-1.974053626E0,8.013802010E-1,-5.673373546E-1
1.072281527E2,-2.105564230E0,-1.008282173E-1,-1.146178814E0
1.072380877E2,-1.804374152E0,-7.965322745E-1,-1.761218923E0
1.072480237E2,-1.579252841E0,-1.515500649E0,-2.413614262E0
1.072579587E2,-1.246113869E0,-2.281181844E0,-2.570964004E0
1.072678947E2,-8.704159373E-1,-2.627007812E0,-2.246582407E0
1.072778297E2,-4.677620494E-1,-2.670131028E0,-1.808582539E0
1.072877657E2,-4.792556289E-1,-3.097640845E0,-1.283913779E0
1.072977007E2,-8.535066667E-1,-3.263826315E0,-9.271523479E-1
1.073076367E2,-1.255914679E0,-3.141280369E0,-7.098759538E-1
1.073175717E2,-1.419896041E0,-2.825806128E0,-4.984885830E-1
1.073275077E2,-1.245977629E0,-2.441644059E0,-3.465109697E-1
1.073374427E2,-1.136997808E0,-1.910150283E0,-2.208414415E-1
1.073473787E2,-9.212966537E-1,-1.301397246E0,-1.660936689E-1
1.073573137E2,-7.049865121E-1,-8.064263481E-1,-9.773620963E-2
1.073672497E2,-6.326155239E-1,-5.641031134E-1,2.470974863E-2
1.073771842E2,-7.576409814E-1,-3.210729504E-1,1.734389412E-1
1.073871202E2,-8.538972607E-1,-5.646773100E-2,3.197365692E-1
1.073970562E2,-8.721937832E-1,7.491218805E-2,5.202627370E-1
1.074069912E2,-8.210008255E-1,2.269105589E-1,9.311082816E-1
1.074169272E2,-7.243136063E-1,3.994823581E-1,1.215371840E0
1.074268622E2,-6.945211655E-1,4.575832164E-1,1.340609844E0
1.074367982E2,-5.749458978E-1,5.902044994E-1,1.477446969E0
1.074467332E2,-2.485625061E-1,3.979860556E-1,1.482218589E0
1.074566692E2,-3.634103000E-2,2.083707923E-1,1.211641316E0
1.074666042E2,1.368903351E-1,-1.091400343E-1,1.131799341E0
1.074765402E2,2.075972056E-1,-5.002252060E-1,1.042880440E0
1.074864752E2,2.427837029E-1,-7.889162761E-1,7.893869770E-1
1.074964112E2,2.576239362E-1,-9.643976498E-1,5.563479513E-1
1.075063462E2,2.195699644E-1,-1.133092745E0,3.484051752E-1
1.075162822E2,2.167559919E-1,-1.004882017E0,1.565112519E-1
1.075262172E2,1.650043327E-1,-1.064792588E0,-1.106290278E-1
1.075361532E2,2.154239962E-1,-1.063474041E0,-9.095256239E-2
1.075460882E2,4.057730851E-1,-1.114057134E0,1.820062816E-2
1.075560242E2,4.982608339E-1,-1.136440861E0,1.267310902E-1
1.075659592E2,5.935815588E-1,-1.138682098E0,2.472363576E-1
1.075758952E2,6.629353836E-1,-1.116351582E0,3.766188678E-1
1.075858302E2,6.159451121E-1,-9.990353858E-1,4.878715011E-1
1.075957662E2,6.251185164E-1,-9.360041553E-1,6.109817031E-1
1.076057012E2,6.602880567E-1,-8.759111506E-1,7.373242459E-1
1.076156372E2,6.788731393E-1,-8.121595430E-1,7.745949832E-1
1.076255722E2,7.845481136E-1,-6.866385341E-1,8.452448434E-1
1.076355082E2,9.365915081E-1,-6.601032847E-1,8.490686300E-1
1.076454432E2,1.111359521E0,-6.063626951E-1,8.538721177E-1
1.076553792E2,1.317142044E0,-5.075026506E-1,7.798542613E-1
1.076653142E2,1.495108192E0,-4.431464410E-1,7.114488548E-1
1.076752502E2,1.627904891E0,-3.558299696E-1,6.950383517E-1
1.076851852E2,1.771701373E0,-2.354948562E-1,7.150498626E-1
1.076951212E2,1.813072177E0,-2.384903848E-1,6.212005895E-1
1.077050562E2,1.834539353E0,-2.803348142E-1,4.829870296E-1
1.077149922E2,1.860229095E0,-2.800518090E-1,3.286249217E-1
1.077249272E2,1.876570601E0,-3.532028157E-1,1.588048223E-1
1.077348632E2,1.963273407E0,-4.172245646E-1,1.476889729E-2
1.077447982E2,2.084846376E0,-4.257515591E-1,-1.035565281E-1
1.077547342E2,2.184727636E0,-4.376944971E-1,-2.651457945E-1
1.077646692E2,2.258624163E0,-4.172222257E-1,-4.664642599E-1
1.077746052E2,2.320548516E0,-2.886688507E-1,-5.850212350E-1
1.077845402E2,2.388028015E0,-1.358986473E-1,-7.128378609E-1
1.077944762E2,2.443515753E0,-1.904613554E-2,-8.425878686E-1
1.078044112E2,2.465526719E0,2.875280589E-1,-7.978484827E-1
1.078143472E2,2.494455819E0,5.501411319E-1,-6.661762029E-1
1.078242822E2,2.444185259E0,7.828275704E-1,-4.635438681E-1
1.078342182E2,2.381227411E0,1.142634231E0,-1.823050743E-1
1.078441532E2,2.299412878E0,1.482175028E0,1.723022425E-1
1.078540892E2,1.964721470E0,1.777079349E0,6.388542107E-1
1.078640242E2,1.457505625E0,2.235080057E0,1.331911526E0
1.078739602E2,6.430302921E-1,2.949999819E0,2.373938857E0
1.078838952E2,-7.151194444E-1,3.827485625E0,3.115656408E0
1.078938312E2,-2.083612613E0,4.509906562E0,2.844912490E0
1.079037662E2,-3.165883698E0,4.815938135E0,2.175402058E0
1.079137022E2,-3.634352969E0,4.965380688E0,1.205130149E0
1.079236372E2,-3.601209489E0,4.902219649E0,2.900242352E-1
1.079335732E2,-3.161872801E0,4.460567756E0,-3.304081763E-1
1.079435082E2,-2.005148826E0,3.382046490E0,-1.226944649E-1
1.079534442E2,-6.003850865E-1,2.467378240E0,6.124668959E-1
1.079633792E2,6.717281342E-3,1.310611873E0,1.096402490E0
1.079733152E2,1.735573474E-1,3.161437476E-1,1.348637925E0
1.079832502E2,9.438604742E-2,-6.723929626E-1,1.412815794E0
1.079931862E2,-4.982362756E-1,-1.782837102E0,1.201453128E0
1.080031212E2,-8.730889919E-1,-2.443959557E0,8.569012678E-1
1.080130572E2,-9.447258621E-1,-2.688276107E0,6.516381244E-1
1.080229922E2,-9.803552860E-1,-2.936478717E0,5.513342562E-1
1.080329282E2,-8.110017943E-1,-3.310739695E0,5.941224262E-1
1.080428632E2,-6.459974617E-1,-3.603932537E0,6.512320353E-1
1.080527992E2,-6.375798100E-1,-3.834505207E0,6.066047698E-1
1.080627342E2,-7.961177069E-1,-3.886168281E0,4.714294231E-1
1.080726702E2,-1.073868636E0,-3.712986032E0,1.542230903E-1
1.080826052E2,-1.296370980E0,-3.189514636E0,-2.974678870E-1
1.080925412E2,-1.513162347E0,-2.630820197E0,-7.169604403E-1
1.081024762E2,-1.811030037E0,-1.979911659E0,-9.867632496E-1
1.081124122E2,-2.028200305E0,-1.346565818E0,-1.070055667E0
1.081223472E2,-2.198167169E0,-7.621933311E-1,-9.848477018E-1
1.081322832E2,-2.237723291E0,-2.575207329E-1,-8.708645649E-1
1.081422182E2,-2.048805015E0,2.133678228E-1,-7.506861569E-1
1.081521542E2,-1.824260532E0,6.226430976E-1,-7.130027524E-1
1.081620892E2,-1.555498820E0,7.423572367E-1,-7.243510285E-1
1.081720252E2,-1.236860358E0,5.709870404E-1,-5.817396314E-1
1.081819602E2,-9.889258423E-1,3.735750997E-1,-2.182924940E-1
1.081918962E2,-8.464268580E-1,1.760485536E-1,1.809024735E-1
1.082018312E2,-6.821823710E-1,-1.032869714E-1,3.836931217E-1
1.082117672E2,-5.177458030E-1,-3.273984683E-1,3.678734797E-1
1.082217022E2,-3.062733552E-1,-4.926542312E-1,2.500468218E-1
1.082316382E2,-1.195246893E-1,-6.012557369E-1,4.487957284E-2
1.082415732E2,3.948478550E-2,-5.741667563E-1,-2.526973647E-1
1.082515092E2,1.501705313E-1,-4.393428272E-1,-4.332174303E-1
1.082614442E2,1.653642288E-1,-3.425415874E-1,-4.666564871E-1
1.082713802E2,1.561706516E-1,-2.765475726E-1,-4.553595203E-1
1.082813152E2,1.375238809E-1,-2.838595158E-1,-4.236782826E-1
1.082912512E2,6.798850000E-2,-2.911872464E-1,-4.390399414E-1
1.083011862E2,1.527877450E-2,-3.974615604E-1,-5.050555909E-1
1.083111222E2,-8.435982674E-2,-3.952834725E-1,-4.877257593E-1
1.083210582E2,-1.536206809E-1,-3.442472202E-1,-4.877696134E-1
1.083309932E2,-1.574532384E-1,-3.567947602E-1,-5.692417927E-1
1.083409292E2,-1.243693998E-1,-3.359938753E-1,-6.844850045E-1
1.083508642E2,-7.745251089E-2,-2.538744092E-1,-8.241814184E-1
1.083608002E2,4.900317550E-2,-1.325388372E-1,-9.622131300E-1
1.083707352E2,6.207842678E-2,-7.643889606E-2,-1.163960196E0
1.083806710E2,2.245333734E-1,-2.759418011E-2,-1.235851274E0
1.083906060E2,3.181154287E-1,-9.692344666E-3,-1.222445801E0
1.084005420E2,4.022910681E-1,-1.191311717E-1,-1.156852906E0
1.084104770E2,5.606351298E-1,-2.418537033E-1,-1.067167727E0
1.084204130E2,6.255018014E-1,-3.155473316E-1,-1.048747829E0
1.084303480E2,6.925725809E-1,-2.894055998E-1,-9.869819355E-1
1.084402840E2,8.220474771E-1,-1.836990505E-1,-9.675453521E-1
1.084502190E2,9.336857343E-1,-3.072676742E-1,-9.850687265E-1
1.084601550E2,9.740291834E-1,-4.447023851E-1,-9.591983056E-1
1.084700900E2,1.026045721E0,-3.849198675E-1,-9.200126052E-1
1.084800260E2,1.094278050E0,-3.755695850E-1,-9.190894760E-1
1.084899610E2,1.151960540E0,-3.035143465E-1,-9.010530084E-1
1.084998970E2,1.211293115E0,-2.471968889E-1,-9.202092178E-1
1.085098320E2,1.252516862E0,-1.608645040E-1,-8.763239640E-1
1.085197680E2,1.315096688E0,-1.083565074E-1,-8.403869766E-1
1.085297030E2,1.369490704E0,-4.310742795E-2,-8.030158134E-1
1.085396390E2,1.397963428E0,1.420353001E-1,-7.862313809E-1
1.085495740E2,1.489070942E0,2.133514506E-1,-7.694551344E-1
1.085595100E2,1.615844716E0,2.666733795E-1,-7.079997285E-1
1.085694450E2,1.762289110E0,3.537045068E-1,-6.497529821E-1
1.085793810E2,1.813477390E0,4.068574512E-1,-6.836903679E-1
1.085893160E2,1.795244017E0,4.167076707E-1,-7.433746523E-1
